,Unnamed: 0,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
8633,8633,2014,29.0,22,98.5,22,19,193.0,213,98,100,189.0,Atlanta,V,19,20,3.5,24,29,1.0,100,-110,1.5,Charlotte,198,189.0,193.0,-1.5,-1.0,-2,2-13-2014
8634,8634,2014,21.0,21,94.5,10,28,198.0,213,80,475,197.0,Indiana,V,25,30,1.5,22,19,10.0,96,-650,10.5,Detroit,176,197.0,198.0,-10.5,-10.0,-16,2-13-2014
8635,8635,2014,24.0,16,0.0,32,31,193.0,213,103,340,189.0,NewYork,V,21,32,95.5,32,26,8.0,111,-440,9.0,Boston,214,189.0,193.0,-9.0,-8.0,-8,2-13-2014
8636,8636,2014,31.0,32,3.0,23,25,6.5,213,111,-280,4.5,NewOrleans,V,27,33,97.0,26,21,191.0,107,240,194.0,Milwaukee,218,194.0,191.0,4.5,6.5,4,2-13-2014
8637,8637,2014,30.0,30,0.0,39,18,10.0,213,117,-600,9.5,LALakers,V,21,23,98.0,24,24,203.0,92,450,201.5,Minnesota,209,201.5,203.0,9.5,10.0,25,2-13-2014
8638,8638,2014,15.0,28,2.0,16,17,180.0,213,76,135,185.0,Portland,V,28,26,91.5,19,23,3.0,96,-155,8.0,Dallas,172,185.0,180.0,-8.0,-3.0,-20,2-13-2014
8639,8639,2014,20.0,19,98.5,22,26,199.0,213,87,400,196.5,Sacramento,V,35,17,1.0,27,10,9.5,89,-500,8.0,Houston,176,196.5,199.0,-8.0,-9.5,-2,2-13-2014
8640,8640,2014,32.0,23,115.0,35,28,234.0,213,118,130,231.5,Phoenix,V,38,21,0.5,28,33,3.0,120,-150,1.5,GoldenState,238,231.5,234.0,-1.5,-3.0,-2,2-13-2014
8641,8641,2014,27.0,22,3.5,32,31,7.0,213,112,-280,7.0,Utah,V,24,23,106.5,26,20,207.5,93,240,208.0,Seattle,205,208.0,207.5,7.0,7.0,19,2-13-2014
8642,8642,2014,25.0,20,98.0,16,30,193.0,213,91,135,194.5,Washington,V,17,15,5.5,28,29,3.5,89,-155,3.5,LAClippers,180,194.5,193.0,-3.5,-3.5,2,2-13-2014
8643,8643,2014,28.0,15,2.5,20,29,2.0,214,92,-135,192.0,Miami,V,28,20,97.0,22,29,195.0,99,115,4.0,Chicago,191,192.0,195.0,-4.0,2.0,-7,2-14-2014
8644,8644,2014,24.0,29,101.5,20,24,203.5,214,97,295,206.0,Dallas,V,23,29,5.5,25,32,7.5,109,-355,6.5,Phoenix,206,206.0,203.5,-6.5,-7.5,-12,2-14-2014
8645,8645,2014,23.0,23,97.5,21,23,194.0,219,113,190,197.0,NewYork,V,20,30,2.0,20,20,5.5,100,-230,6.5,Washington,213,197.0,194.0,-6.5,-5.5,13,2-19-2014
8646,8646,2014,21.0,21,91.0,24,27,1.0,219,93,-110,1.0,Houston,V,20,16,1.5,23,26,184.5,85,100,185.5,Cleveland,178,185.5,184.5,1.0,1.0,8,2-19-2014
8647,8647,2014,20.0,32,96.0,31,20,195.5,219,103,220,194.5,Orlando,V,25,20,5.5,17,23,6.5,85,-260,7.0,Detroit,188,194.5,195.5,-7.0,-6.5,18,2-19-2014
8648,8648,2014,17.0,27,3.5,18,26,3.0,219,88,-150,3.0,Philadelphia,V,23,30,91.0,21,30,186.5,104,130,186.0,Minnesota,192,186.0,186.5,3.0,3.0,-16,2-19-2014
8649,8649,2014,18.0,14,89.0,17,16,185.0,219,65,600,186.0,Charlotte,V,13,23,5.5,18,31,11.0,85,-800,11.5,SanAntonio,150,186.0,185.0,-11.5,-11.0,-20,2-19-2014
8650,8650,2014,14.0,23,4.0,32,24,208.0,219,93,500,205.0,Atlanta,V,32,41,103.5,24,25,11.0,122,-700,10.5,LALakers,215,205.0,208.0,-10.5,-11.0,-29,2-19-2014
8651,8651,2014,17.0,19,4.5,21,27,192.5,220,84,250,190.5,NewYork,V,37,35,93.5,30,22,7.0,124,-300,6.5,Philadelphia,208,190.5,192.5,-6.5,-7.0,-40,2-20-2014
8652,8652,2014,24.0,26,3.0,32,28,205.5,220,110,145,206.0,Orlando,V,31,33,99.5,38,25,3.5,127,-165,5.5,Toronto,237,206.0,205.5,-5.5,-3.5,-17,2-20-2014
8653,8653,2014,34.0,26,100.0,19,27,1.5,220,106,-125,2.0,Cleveland,V,26,28,1.0,27,16,203.5,97,105,202.0,Indiana,203,202.0,203.5,2.0,1.5,9,2-20-2014
8654,8654,2014,23.0,21,3.0,25,25,3.0,220,102,-150,1.0,Chicago,V,20,31,98.5,20,23,188.5,110,130,190.5,NewJersey,212,190.5,188.5,1.0,3.0,-8,2-20-2014
8655,8655,2014,25.0,17,7.0,22,34,6.5,220,98,-275,6.0,Detroit,V,29,28,91.5,24,22,186.0,103,235,189.0,Milwaukee,201,189.0,186.0,6.0,6.5,-5,2-20-2014
8656,8656,2014,22.0,22,97.5,20,29,193.0,220,93,155,191.5,Dallas,V,24,23,1.0,28,29,4.0,104,-175,2.0,NewOrleans,197,191.5,193.0,-2.0,-4.0,-11,2-20-2014
8657,8657,2014,32.0,33,109.0,30,35,223.5,220,130,130,223.0,LALakers,V,29,28,4.0,34,33,3.0,124,-150,4.0,Phoenix,254,223.0,223.5,-4.0,-3.0,6,2-20-2014
8658,8658,2014,26.0,34,103.0,30,17,200.5,220,107,265,199.0,Atlanta,V,30,32,4.5,31,26,7.5,119,-315,5.0,Sacramento,226,199.0,200.5,-5.0,-7.5,-12,2-20-2014
8659,8659,2014,31.0,16,98.5,20,19,197.5,220,86,330,198.0,Memphis,V,21,30,4.5,31,18,8.5,100,-400,8.0,LAClippers,186,198.0,197.5,-8.0,-8.5,-14,2-20-2014
8660,8660,2014,29.0,28,107.5,27,33,3.0,220,117,-155,1.0,Boston,V,32,18,1.0,32,37,217.5,119,135,216.0,GoldenState,236,216.0,217.5,1.0,3.0,-2,2-20-2014
8661,8661,2014,22.0,31,5.5,21,26,8.5,221,100,-400,9.0,SanAntonio,V,21,32,90.5,19,27,179.5,99,330,183.0,Minnesota,199,183.0,179.5,9.0,8.5,1,2-21-2014
8662,8662,2014,26.0,22,94.0,27,25,190.0,221,100,525,187.5,Miami,V,41,21,2.0,25,25,10.5,112,-650,12.0,Houston,212,187.5,190.0,-12.0,-10.5,-12,2-21-2014
8663,8663,2014,25.0,16,95.0,26,21,191.0,221,88,370,191.5,Seattle,V,23,28,1.5,19,22,9.0,92,-450,6.0,Portland,180,191.5,191.0,-6.0,-9.0,-4,2-21-2014
8664,8664,2014,28.0,26,0.5,30,25,1.0,222,116,-120,2.0,Sacramento,V,25,28,100.5,25,31,202.5,115,100,202.5,Charlotte,231,202.5,202.5,2.0,1.0,1,2-22-2014
8665,8665,2014,27.0,22,107.0,23,31,203.5,222,103,210,199.5,NewJersey,V,28,22,3.5,35,28,5.5,113,-250,4.5,Indiana,216,199.5,203.5,-4.5,-5.5,-10,2-22-2014
8666,8666,2014,16.0,24,0.5,26,33,203.0,222,99,240,201.5,Philadelphia,V,26,27,98.0,23,39,7.0,115,-290,7.5,Orlando,214,201.5,203.0,-7.5,-7.0,-16,2-22-2014
8667,8667,2014,24.0,18,97.0,23,24,188.0,222,89,145,189.0,Washington,V,23,20,2.0,24,23,3.5,90,-165,2.5,Cleveland,179,189.0,188.0,-2.5,-3.5,-1,2-22-2014
8668,8668,2014,21.0,32,3.0,22,24,5.0,222,99,-215,5.0,Toronto,V,12,40,97.0,29,22,197.0,103,185,198.5,NewYork,202,198.5,197.0,5.0,5.0,-4,2-22-2014
8669,8669,2014,22.0,33,5.5,32,34,4.0,222,121,-190,2.5,Denver,V,33,35,102.5,33,34,208.5,135,160,208.5,Chicago,256,208.5,208.5,2.5,4.0,-14,2-22-2014
8670,8670,2014,29.0,22,94.0,31,18,190.0,222,100,155,188.0,Houston,V,24,11,6.0,23,22,4.0,80,-175,4.5,NewOrleans,180,188.0,190.0,-4.5,-4.0,20,2-22-2014
8671,8671,2014,35.0,11,94.5,28,26,190.5,222,100,850,187.5,Milwaukee,V,33,32,2.0,35,27,12.5,127,-1300,11.5,Detroit,227,187.5,190.5,-11.5,-12.5,-27,2-22-2014
8672,8672,2014,30.0,32,0.5,16,20,9.5,222,98,-515,7.5,Dallas,V,21,22,97.0,24,16,197.0,83,415,199.0,Memphis,181,199.0,197.0,7.5,9.5,15,2-22-2014
8673,8673,2014,29.0,20,5.0,23,32,6.0,222,104,-240,5.5,Utah,V,25,30,104.5,37,22,199.5,114,200,200.0,LAClippers,218,200.0,199.5,5.5,6.0,-10,2-22-2014
8674,8674,2014,19.0,19,5.0,22,27,2.5,222,87,-140,2.5,Portland,V,29,23,95.0,19,28,188.5,99,120,191.0,Seattle,186,191.0,188.5,2.5,2.5,-12,2-22-2014
8675,8675,2014,13.0,17,3.0,19,28,216.5,222,77,100,218.0,Boston,V,24,19,103.5,20,22,1.0,85,-120,2.0,Phoenix,162,218.0,216.5,-2.0,-1.0,-8,2-22-2014
8676,8676,2014,35.0,33,110.5,26,23,219.5,222,117,260,218.0,Atlanta,V,23,27,8.0,39,21,7.0,110,-310,8.5,GoldenState,227,218.0,219.5,-8.5,-7.0,7,2-22-2014
8677,8677,2014,27.0,25,95.5,19,24,192.0,223,95,290,195.5,Charlotte,V,28,23,5.5,27,32,7.5,110,-350,7.0,Washington,205,195.5,192.0,-7.0,-7.5,-15,2-23-2014
8678,8678,2014,27.0,19,103.5,23,22,203.5,223,91,155,200.0,Indiana,V,24,26,0.5,28,24,4.0,102,-175,3.5,NewJersey,193,200.0,203.5,-3.5,-4.0,-11,2-23-2014
8679,8679,2014,24.0,27,95.5,22,18,194.0,223,101,110,193.5,Philadelphia,V,19,30,1.0,24,18,2.0,96,-130,1.0,Miami,197,193.5,194.0,-1.0,-2.0,5,2-23-2014
8680,8680,2014,21.0,14,1.0,32,22,183.5,223,89,280,187.5,NewOrleans,V,26,24,92.0,26,22,7.0,98,-330,6.0,SanAntonio,187,187.5,183.5,-6.0,-7.0,-9,2-23-2014
8681,8681,2014,30.0,34,103.5,22,23,3.5,223,109,-170,4.0,Denver,V,19,31,3.0,32,33,214.0,115,150,210.5,Milwaukee,224,210.5,214.0,4.0,3.5,-6,2-23-2014
8682,8682,2014,17.0,23,102.0,22,32,206.0,223,94,850,208.0,Atlanta,V,23,24,6.0,26,27,13.5,100,-1300,13.5,Utah,194,208.0,206.0,-13.5,-13.5,-6,2-23-2014
8683,8683,2014,29.0,27,3.5,34,23,10.5,223,113,-725,9.0,LALakers,V,21,27,104.0,24,23,210.5,95,575,205.5,LAClippers,208,205.5,210.5,9.0,10.5,18,2-23-2014
8684,8684,2014,27.0,32,99.0,31,26,201.5,224,116,120,200.5,Detroit,V,16,25,6.0,17,28,2.5,86,-140,2.0,Phoenix,202,200.5,201.5,-2.0,-2.5,30,2-24-2014
8685,8685,2014,23.0,29,101.0,15,25,201.0,224,92,650,200.5,NewYork,V,27,27,7.0,30,31,12.0,115,-900,11.5,Toronto,207,200.5,201.0,-11.5,-12.0,-23,2-24-2014
8686,8686,2014,13.0,25,96.0,29,22,195.5,224,89,650,196.0,Memphis,V,32,27,0.5,23,27,11.5,109,-900,11.5,Cleveland,198,196.0,195.5,-11.5,-11.5,-20,2-24-2014
8687,8687,2014,16.0,31,5.0,32,33,5.5,224,112,-240,5.5,Boston,V,32,22,94.0,17,31,186.0,102,200,186.0,Portland,214,186.0,186.0,5.5,5.5,10,2-24-2014
8688,8688,2014,29.0,17,105.5,22,25,217.0,224,93,315,217.0,Sacramento,V,25,21,5.0,28,38,7.5,112,-375,6.5,Orlando,205,217.0,217.0,-6.5,-7.5,-19,2-24-2014
8689,8689,2014,24.0,24,5.0,23,28,7.5,224,99,-325,6.5,Dallas,V,24,24,94.5,23,12,190.5,83,275,189.5,Minnesota,182,189.5,190.5,6.5,7.5,16,2-24-2014
8690,8690,2014,18.0,28,97.5,22,29,192.0,224,97,425,188.5,Chicago,V,20,29,5.0,28,33,9.5,110,-525,9.0,Houston,207,188.5,192.0,-9.0,-9.5,-13,2-24-2014
8691,8691,2014,34.0,28,1.5,31,18,11.0,224,111,-725,9.0,LALakers,V,18,25,103.0,27,21,212.5,91,575,216.0,Seattle,202,216.0,212.5,9.0,11.0,20,2-24-2014
8692,8692,2014,19.0,35,102.5,23,25,3.0,225,102,-155,3.0,Toronto,V,30,16,1.5,31,21,207.5,98,135,207.0,Indiana,200,207.0,207.5,3.0,3.0,4,2-25-2014
8693,8693,2014,20.0,21,101.0,27,27,195.0,225,95,625,195.5,Washington,V,28,24,3.0,22,18,11.5,92,-825,10.0,NewOrleans,187,195.5,195.0,-10.0,-11.5,3,2-25-2014
8694,8694,2014,14.0,29,98.0,23,28,195.0,225,94,475,196.0,Chicago,V,29,24,3.5,23,26,10.0,102,-600,9.0,Dallas,196,196.0,195.0,-9.0,-10.0,-8,2-25-2014
8695,8695,2014,16.0,21,96.0,11,26,186.0,225,74,750,186.5,Atlanta,V,5,25,11.0,27,32,12.0,89,-1100,12.0,SanAntonio,163,186.5,186.0,-12.0,-12.0,-15,2-25-2014
8696,8696,2014,30.0,19,100.5,24,25,207.5,225,98,120,206.5,Detroit,V,28,21,2.0,24,20,2.5,93,-140,2.0,Denver,191,206.5,207.5,-2.0,-2.5,5,2-25-2014
8697,8697,2014,31.0,14,2.5,32,27,9.0,225,104,-435,8.5,Boston,V,22,14,96.5,21,19,196.0,76,365,194.0,LAClippers,180,194.0,196.0,8.5,9.0,28,2-25-2014
8698,8698,2014,32.0,20,2.0,11,23,1.5,226,86,-125,2.0,Sacramento,V,30,28,102.0,31,18,203.0,107,105,203.5,Miami,193,203.5,203.0,2.0,1.5,-21,2-26-2014
8699,8699,2014,20.0,24,3.5,26,32,6.0,226,102,-265,4.5,Orlando,V,23,20,102.0,24,25,202.5,92,225,203.5,NewJersey,194,203.5,202.5,4.5,6.0,10,2-26-2014
8700,8700,2014,25.0,22,7.0,25,28,7.0,226,100,-310,8.0,Utah,V,27,25,104.5,20,39,200.0,111,260,199.0,Minnesota,211,199.0,200.0,8.0,7.0,-11,2-26-2014
8701,8701,2014,28.0,25,2.0,27,22,1.5,226,102,-125,2.5,Cleveland,V,25,32,100.0,20,28,196.5,105,105,198.0,Milwaukee,207,198.0,196.5,2.5,1.5,-3,2-26-2014
8702,8702,2014,28.0,33,4.0,29,37,11.5,226,127,-825,9.5,Phoenix,V,23,30,106.5,36,24,216.0,113,625,212.0,Memphis,240,212.0,216.0,9.5,11.5,14,2-26-2014
8703,8703,2014,12.0,11,2.0,26,20,189.0,226,69,525,190.5,Washington,V,24,27,96.5,17,26,10.5,94,-650,12.5,Houston,163,190.5,189.0,-12.5,-10.5,-25,2-26-2014
8704,8704,2014,32.0,25,111.5,17,25,223.0,226,99,1300,224.0,Seattle,V,27,26,11.0,27,25,15.0,105,-2200,11.5,GoldenState,204,224.0,223.0,-11.5,-15.0,-6,2-26-2014
8705,8705,2014,27.0,24,103.0,14,18,203.0,226,83,1500,200.0,Portland,V,17,27,12.0,23,29,15.5,96,-3000,15.5,LALakers,179,200.0,203.0,-15.5,-15.5,-13,2-26-2014
8706,8706,2014,28.0,15,99.5,22,20,198.5,227,85,625,195.5,Minnesota,V,26,25,4.0,33,23,11.5,107,-825,12.5,Toronto,192,195.5,198.5,-12.5,-11.5,-22,2-27-2014
8707,8707,2014,28.0,30,103.0,27,32,202.0,227,117,200,203.0,Sacramento,V,40,19,3.0,34,30,5.5,123,-240,3.5,Atlanta,240,203.0,202.0,-3.5,-5.5,-6,2-27-2014
8708,8708,2014,27.0,29,106.5,26,31,208.5,227,113,100,208.5,Chicago,V,27,30,0.5,25,25,1.0,107,-120,1.5,Indiana,220,208.5,208.5,-1.5,-1.0,6,2-27-2014
8709,8709,2014,25.0,17,5.0,26,21,1.0,227,89,-120,1.5,Orlando,V,33,28,101.0,22,18,202.0,101,100,202.0,Philadelphia,190,202.0,202.0,1.5,1.0,-12,2-27-2014
8710,8710,2014,25.0,16,95.0,21,27,197.5,227,89,315,197.0,Charlotte,V,20,34,1.5,29,30,7.5,113,-375,5.5,NewYork,202,197.0,197.5,-5.5,-7.5,-24,2-27-2014
8711,8711,2014,16.0,24,93.0,22,25,191.5,227,87,400,195.0,Cleveland,V,25,22,5.0,28,17,10.0,92,-500,7.5,Boston,179,195.0,191.5,-7.5,-10.0,-5,2-27-2014
8712,8712,2014,29.0,26,107.0,22,26,216.5,227,103,135,210.0,Phoenix,V,25,34,0.5,38,23,3.5,120,-155,4.0,NewOrleans,223,210.0,216.5,-4.0,-3.5,-17,2-27-2014
8713,8713,2014,30.0,23,96.0,18,24,196.5,227,95,115,198.0,Detroit,V,21,21,3.5,25,36,2.0,103,-135,1.5,Utah,198,198.0,196.5,-1.5,-2.0,-8,2-27-2014
8714,8714,2014,31.0,33,103.5,36,38,9.5,227,138,-525,9.0,Denver,V,19,26,1.0,30,21,215.0,96,425,212.5,Seattle,234,212.5,215.0,9.0,9.5,42,2-27-2014
8715,8715,2014,26.0,16,91.5,16,24,182.0,227,82,110,184.0,Portland,V,15,14,4.0,28,23,2.0,80,-130,3.5,LAClippers,162,184.0,182.0,-3.5,-2.0,2,2-27-2014
8716,8716,2014,23.0,32,3.0,30,21,196.5,228,106,135,197.0,Milwaukee,V,32,36,101.5,23,29,3.0,120,-155,3.0,NewJersey,226,197.0,196.5,-3.0,-3.0,-14,2-28-2014
8717,8717,2014,25.0,22,91.0,25,22,182.0,228,94,180,182.0,Dallas,V,22,25,3.5,26,24,4.5,97,-210,5.0,SanAntonio,191,182.0,182.0,-5.0,-4.5,-3,2-28-2014
8718,8718,2014,19.0,22,103.5,17,30,211.0,228,88,1200,207.5,Miami,V,26,27,4.5,20,33,14.0,106,-2000,14.5,LALakers,194,207.5,211.0,-14.5,-14.0,-18,2-28-2014
8719,8719,2014,32.0,29,101.5,28,33,208.0,229,122,650,208.0,Indiana,V,22,32,8.5,27,30,11.0,111,-900,10.0,Toronto,233,208.0,208.0,-10.0,-11.0,11,2-29-2014
8720,8720,2014,28.0,18,96.5,26,28,195.5,229,100,2000,196.0,Charlotte,V,33,28,5.5,25,22,18.0,108,-4000,16.5,Boston,208,196.0,195.5,-16.5,-18.0,-8,2-29-2014
8721,8721,2014,22.0,28,102.0,28,15,202.0,229,93,250,199.5,NewYork,V,26,22,5.5,33,18,6.5,99,-300,6.5,Atlanta,192,199.5,202.0,-6.5,-6.5,-6,2-29-2014
8722,8722,2014,20.0,16,93.5,23,25,190.5,229,84,405,192.0,Minnesota,V,20,20,4.0,26,26,9.5,92,-505,11.5,Cleveland,176,192.0,190.5,-11.5,-9.5,-8,2-29-2014
8723,8723,2014,23.0,11,2.5,35,28,198.0,229,97,220,197.5,Washington,V,30,22,102.5,14,25,6.0,91,-260,5.0,Chicago,188,197.5,198.0,-5.0,-6.0,6,2-29-2014
8724,8724,2014,15.0,30,2.0,32,21,208.5,229,98,185,204.5,Utah,V,38,20,109.0,27,25,5.0,110,-215,3.5,NewOrleans,208,204.5,208.5,-3.5,-5.0,-12,2-29-2014
8725,8725,2014,17.0,24,97.5,29,25,193.5,229,95,1000,194.0,Memphis,V,37,23,2.5,31,25,13.5,116,-1600,13.0,Houston,211,194.0,193.5,-13.0,-13.5,-21,2-29-2014
8726,8726,2014,28.0,26,101.0,27,25,202.5,229,106,400,201.0,Sacramento,V,30,27,5.0,27,31,9.5,115,-500,9.5,Dallas,221,201.0,202.5,-9.5,-9.5,-9,2-29-2014
8727,8727,2014,32.0,27,6.5,28,24,6.0,229,111,-265,8.5,LALakers,V,27,37,99.5,22,33,196.5,119,225,196.5,Portland,230,196.5,196.5,8.5,6.0,-8,2-29-2014
8728,8728,2014,22.0,35,105.0,23,24,214.0,229,104,1200,209.0,LAClippers,V,31,30,7.5,27,22,14.0,110,-2000,13.5,Denver,214,209.0,214.0,-13.5,-14.0,-6,2-29-2014
8729,8729,2014,25.0,19,1.5,33,26,2.0,229,103,-130,199.0,Miami,V,26,21,96.0,29,17,195.0,93,110,1.0,Seattle,196,199.0,195.0,-1.0,2.0,10,2-29-2014
8730,8730,2014,18.0,34,1.5,21,24,217.0,229,97,195,216.5,Philadelphia,V,26,41,106.5,23,29,5.0,119,-235,6.0,GoldenState,216,216.5,217.0,-6.0,-5.0,-22,2-29-2014
8731,8731,2014,29.0,25,104.0,20,18,209.0,301,92,650,208.0,NewYork,V,31,37,2.5,26,24,11.5,118,-900,11.5,Orlando,210,208.0,209.0,-11.5,-11.5,-26,3-01-2014
8732,8732,2014,22.0,31,4.5,25,35,9.5,301,113,-525,9.5,Utah,V,28,21,109.0,19,24,211.0,92,425,210.0,Memphis,205,210.0,211.0,9.5,9.5,21,3-01-2014
8733,8733,2014,27.0,20,6.5,26,23,6.5,301,96,-295,6.0,SanAntonio,V,28,23,95.0,17,26,191.5,94,245,190.5,Milwaukee,190,190.5,191.5,6.0,6.5,2,3-01-2014
8734,8734,2014,28.0,26,105.5,29,36,212.0,301,119,460,213.0,Philadelphia,V,18,36,6.5,27,33,9.5,114,-560,10.0,Phoenix,233,213.0,212.0,-10.0,-9.5,5,3-01-2014
8735,8735,2014,31.0,24,0.5,21,27,7.5,301,103,-350,7.5,Detroit,V,25,17,90.0,21,10,183.5,73,290,185.5,LAClippers,176,185.5,183.5,7.5,7.5,30,3-01-2014
8736,8736,2014,17.0,22,99.0,29,18,195.0,302,86,160,194.5,Chicago,V,24,18,1.5,23,30,4.0,95,-190,5.5,Cleveland,181,194.5,195.0,-5.5,-4.0,-9,3-02-2014
8737,8737,2014,23.0,24,104.5,21,25,207.5,302,104,240,208.5,Dallas,V,29,21,3.0,15,28,6.5,108,-290,6.5,LALakers,212,208.5,207.5,-6.5,-6.5,-4,3-02-2014
8738,8738,2014,22.0,22,102.0,23,21,198.5,302,88,675,197.0,Atlanta,V,26,15,8.5,29,28,11.5,98,-925,11.0,Boston,186,197.0,198.5,-11.0,-11.5,-10,3-02-2014
8739,8739,2014,32.0,17,1.5,21,28,3.5,302,98,-165,4.0,Toronto,V,22,26,99.5,34,28,200.5,110,145,197.5,Charlotte,208,197.5,200.5,4.0,3.5,-12,3-02-2014
8740,8740,2014,29.0,21,1.0,35,21,216.5,302,106,220,212.5,Milwaukee,V,29,35,106.0,33,31,6.0,128,-260,5.0,Indiana,234,212.5,216.5,-5.0,-6.0,-22,3-02-2014
8741,8741,2014,27.0,26,93.0,19,21,4.5,302,93,-200,5.0,SanAntonio,V,20,23,0.5,20,20,183.0,83,170,184.5,NewJersey,176,184.5,183.0,5.0,4.5,10,3-02-2014
8742,8742,2014,20.0,20,8.0,29,15,8.0,302,84,-335,5.0,NewOrleans,V,18,35,97.5,21,27,194.0,101,285,193.5,Washington,185,193.5,194.0,5.0,8.0,-17,3-02-2014
8743,8743,2014,34.0,24,97.0,17,27,194.5,302,111,290,192.5,Seattle,V,26,25,7.5,25,26,8.0,108,-350,5.5,Minnesota,219,192.5,194.5,-5.5,-8.0,3,3-02-2014
8744,8744,2014,18.0,22,1.5,31,18,207.5,302,89,190,206.0,Denver,V,21,29,102.5,30,23,5.0,103,-230,4.0,Houston,192,206.0,207.5,-4.0,-5.0,-14,3-02-2014
8745,8745,2014,22.0,27,106.5,32,23,211.0,302,104,240,212.0,Portland,V,29,25,3.0,27,29,6.5,110,-290,5.0,GoldenState,214,212.0,211.0,-5.0,-6.5,-6,3-02-2014
8746,8746,2014,34.0,35,99.0,20,20,204.5,302,109,250,204.5,Miami,V,27,22,8.0,41,30,7.0,120,-300,5.5,Sacramento,229,204.5,204.5,-5.5,-7.0,-11,3-02-2014
8747,8747,2014,27.0,22,4.5,26,25,7.5,303,100,-355,6.0,NewOrleans,V,31,18,97.5,24,15,194.5,88,295,198.0,NewYork,188,198.0,194.5,6.0,7.5,12,3-03-2014
8748,8748,2014,24.0,26,3.0,31,29,200.0,303,110,200,204.5,Dallas,V,37,27,99.0,23,29,5.5,116,-240,6.0,Utah,226,204.5,200.0,-6.0,-5.5,-6,3-03-2014
8749,8749,2014,25.0,29,94.0,19,33,3.5,303,106,-175,2.0,Philadelphia,V,21,21,2.5,17,21,189.0,80,155,189.5,LAClippers,186,189.5,189.0,2.0,3.5,26,3-03-2014
8750,8750,2014,37.0,31,114.0,32,35,223.5,304,135,115,1.0,GoldenState,V,42,28,1.0,22,26,2.0,118,-135,220.0,Atlanta,253,220.0,223.5,1.0,-2.0,17,3-04-2014
8751,8751,2014,18.0,23,104.0,27,19,209.5,304,87,400,209.0,Toronto,V,20,24,5.0,27,31,9.0,102,-500,8.0,Orlando,189,209.0,209.5,-8.0,-9.0,-15,3-04-2014
8752,8752,2014,41.0,13,93.5,24,19,193.0,304,97,1500,194.0,Seattle,V,28,25,10.5,24,23,15.0,100,-3000,14.0,Detroit,197,194.0,193.0,-14.0,-15.0,-3,3-04-2014
8753,8753,2014,29.0,27,98.5,26,27,199.5,304,109,200,197.0,Charlotte,V,27,23,5.0,25,14,5.5,89,-240,5.0,Minnesota,198,197.0,199.5,-5.0,-5.5,20,3-04-2014
8754,8754,2014,16.0,20,104.0,31,30,207.5,304,97,700,205.0,Memphis,V,22,32,2.0,29,29,12.0,112,-1000,11.5,Chicago,209,205.0,207.5,-11.5,-12.0,-15,3-04-2014
8755,8755,2014,24.0,13,96.5,14,19,185.5,304,70,700,184.0,NewJersey,V,17,27,4.5,19,18,11.0,81,-1000,12.0,SanAntonio,151,184.0,185.5,-12.0,-11.0,-11,3-04-2014
8756,8756,2014,29.0,31,101.0,19,18,2.5,304,97,-145,3.5,Phoenix,V,20,21,4.5,30,21,208.0,92,125,208.5,Portland,189,208.5,208.0,3.5,2.5,5,3-04-2014
8757,8757,2014,27.0,26,5.0,28,36,5.5,304,117,-240,6.5,LALakers,V,33,25,109.5,29,18,222.5,105,200,219.0,Sacramento,222,219.0,222.5,6.5,5.5,12,3-04-2014
8758,8758,2014,38.0,19,4.5,29,23,5.0,305,109,-215,5.5,GoldenState,V,25,34,110.5,34,25,223.5,118,185,221.0,Charlotte,227,221.0,223.5,5.5,5.0,-9,3-05-2014
8759,8759,2014,34.0,25,101.0,30,33,2.5,305,122,-145,2.0,Orlando,V,20,24,2.5,23,25,200.5,92,125,203.0,Washington,214,203.0,200.5,2.0,2.5,30,3-05-2014
8760,8760,2014,27.0,31,1.5,26,35,5.0,305,119,-230,4.5,Cleveland,V,27,27,95.5,28,23,191.0,105,190,193.0,NewYork,224,193.0,191.0,4.5,5.0,14,3-05-2014
8761,8761,2014,29.0,24,95.0,27,28,196.0,305,108,135,198.0,Toronto,V,17,25,4.5,16,25,3.0,83,-155,2.0,Miami,191,198.0,196.0,-2.0,-3.0,25,3-05-2014
8762,8762,2014,13.0,24,1.5,30,11,183.0,305,78,155,184.0,Detroit,V,23,24,89.5,22,21,4.0,90,-175,4.0,Boston,168,184.0,183.0,-4.0,-4.0,-12,3-05-2014
8763,8763,2014,21.0,32,2.0,20,20,2.5,305,93,-140,3.5,NewJersey,V,29,24,105.5,20,27,200.0,100,120,201.0,Memphis,193,201.0,200.0,3.5,2.5,-7,3-05-2014
8764,8764,2014,24.0,30,102.0,29,23,209.0,305,106,370,207.5,Seattle,V,39,30,1.5,29,20,9.0,118,-450,9.0,Milwaukee,224,207.5,209.0,-9.0,-9.0,-12,3-05-2014
8765,8765,2014,20.0,29,103.5,24,28,199.5,305,101,345,196.0,Atlanta,V,28,30,2.0,30,28,8.5,116,-415,9.5,NewOrleans,217,196.0,199.5,-9.5,-8.5,-15,3-05-2014
