Season,1st,2nd,2H,3rd,4th,Close,Date,Final,ML,Open,Rot,Team,VH
2012,27,27,104.5,27,32,208,406,113,175,210.5,509,Memphis,V
2012,19,36,3,26,20,5,406,101,-210,5,510,Minnesota,H
2012,31,20,0.5,27,18,220.5,406,96,175,221,511,GoldenState,V
2012,22,37,108,29,20,5,406,108,-210,7.5,512,NewOrleans,H
2012,12,28,5.5,21,29,8,406,90,-370,6.5,513,Orlando,V
2012,26,15,102,24,35,211.5,406,100,305,213.5,514,NewYork,H
2012,36,28,11,31,31,13,406,147,-1400,12.5,515,Denver,V
2012,31,39,113.5,29,27,226.5,406,151,1000,231,516,Seattle,H
2012,23,28,3.5,36,27,9,406,114,-470,6.5,517,LALakers,V
2012,27,18,108,24,23,222,406,92,370,223,518,Sacramento,H
2012,30,32,2,18,25,9,406,105,-500,7.5,519,Houston,V
2012,22,20,90,25,12,183,406,79,400,186.5,520,LAClippers,H
2012,17,30,2,38,34,200.5,408,119,170,198,501,Minnesota,V
2012,32,27,101.5,35,27,4.5,408,121,-200,3.5,502,Charlotte,H
2012,27,25,3,20,26,214.5,408,98,155,214,503,Atlanta,V
2012,38,29,106,26,19,4,408,112,-175,3.5,504,Indiana,H
2012,21,28,5.5,18,21,10,408,88,-550,9,505,Chicago,V
2012,18,25,94.5,26,26,185,408,95,450,181.5,506,Miami,H
2012,28,29,95.5,22,19,193.5,408,98,650,193,507,NewYork,V
2012,16,18,11,26,34,11,408,94,-900,13,508,Detroit,H
2012,30,24,5.5,35,38,12,408,127,-1100,12,509,Phoenix,V
2012,33,15,108,27,38,225,408,113,750,229,510,Memphis,H
2012,27,16,107,25,9,210.5,408,77,190,212,511,Utah,V
2012,24,11,5.5,15,16,5,408,66,-230,4.5,512,NewOrleans,H
2012,32,28,1,20,19,8,408,107,-375,7,513,Boston,V
2012,29,16,96.5,21,33,194,408,104,315,195,514,Milwaukee,H
2012,21,23,98.5,19,20,204,408,83,2000,203,515,Seattle,V
2012,23,23,10,24,29,18,408,99,-4000,17.5,516,Dallas,H
2012,24,23,9,26,30,8.5,408,103,-415,7.5,517,LALakers,V
2012,28,30,102.5,31,23,204.5,408,112,345,201,518,Portland,H
2012,23,40,2.5,28,26,12.5,408,117,-1100,13,519,Denver,V
2012,23,24,108.5,27,25,217,408,99,750,213,520,LAClippers,H
2012,32,34,112.5,30,36,225.5,408,132,950,228,521,Sacramento,V
2012,39,38,4.5,26,37,14.5,408,140,-1500,10.5,522,GoldenState,H
2012,25,28,0.5,18,24,2,409,95,-130,3,701,Boston,V
2012,30,25,97.5,27,27,191.5,409,109,110,192,702,Washington,H
2012,18,30,101,20,25,204.5,409,93,1200,205,703,Milwaukee,V
2012,23,27,7.5,33,28,14,409,111,-2000,11.5,704,Toronto,H
2012,22,31,103,21,9,196.5,409,83,355,190,705,NewJersey,V
2012,20,29,7.5,27,28,8.5,409,104,-425,3,706,Cleveland,H
2012,26,23,104.5,21,13,206.5,409,83,425,206.5,707,Chicago,V
2012,26,36,2,19,34,9.5,409,115,-525,9,708,Orlando,H
2012,25,27,91.5,21,21,183.5,409,94,170,185,709,Detroit,V
2012,29,29,1,23,20,4.5,409,101,-200,pk,710,Philadelphia,H
2012,26,24,4,33,24,209.5,409,107,-110,207,711,Charlotte,V
2012,27,37,102.5,22,23,pk,409,109,-110,3,712,NewYork,H
2012,28,20,5.5,41,33,10.5,409,122,-605,9.5,713,NewOrleans,V
2012,30,16,100.5,27,17,202,409,90,480,203.5,714,Minnesota,H
2012,26,11,93,22,21,192.5,409,80,1200,194.5,715,Seattle,V
2012,21,25,5.5,29,28,14.5,409,103,-2000,16.5,716,Houston,H
2012,16,29,96,27,24,197,409,96,240,199.5,717,Phoenix,V
2012,24,21,4.5,23,11,6.5,409,79,-290,6,718,SanAntonio,H
2012,22,39,118,28,25,238,410,114,150,240,501,Denver,V
2012,37,23,3,22,23,4,410,105,-170,5,502,GoldenState,H
2012,15,25,101.5,26,28,199,410,94,215,200.5,503,Utah,V
2012,24,23,1,20,30,6,410,97,-255,3.5,504,Dallas,H
2012,27,24,8,22,33,17,410,106,-3500,16,505,LALakers,V
2012,25,17,104.5,19,17,208.5,410,78,1750,208,506,LAClippers,H
2012,17,26,101.5,24,18,209,411,85,215,209,701,Indiana,V
2012,18,19,5,24,15,6,411,76,-255,5.5,702,Philadelphia,H
2012,30,18,104,19,18,202,411,85,575,201.5,703,NewJersey,V
2012,18,28,8,37,30,11,411,113,-725,9,704,Toronto,H
2012,31,23,105,20,28,206.5,411,102,700,205.5,705,Minnesota,V
2012,37,26,4,18,20,12,411,101,-1000,12,706,Orlando,H
2012,33,14,5,18,30,5.5,411,95,-245,5,707,Cleveland,V
2012,25,28,99,29,18,195.5,411,100,205,195.5,708,Chicago,H
2012,31,27,96.5,16,22,4.5,411,96,-210,4,709,Memphis,V
2012,23,20,1.5,26,22,191,411,91,180,192.5,710,Miami,H
2012,21,18,97,19,28,196,411,86,1200,197,711,Milwaukee,V
2012,31,26,3.5,22,23,15,411,102,-2000,15,712,Boston,H
2012,34,28,104,23,31,6.5,411,116,-255,5.5,713,Atlanta,V
2012,23,20,2,28,33,210.5,411,104,215,210,714,NewYork,H
2012,19,23,97,13,19,189,411,74,160,185,715,Washington,V
2012,23,24,0.5,34,21,4,411,102,-190,5.5,716,Detroit,H
2012,20,17,89,20,17,182,411,74,1300,188.5,717,Seattle,V
2012,13,32,7,27,23,15.5,411,95,-2200,18.5,718,SanAntonio,H
2012,28,19,5,19,24,4,411,90,-175,205,719,Phoenix,V
2012,29,30,100.5,23,19,202.5,411,101,155,1,720,Houston,H
2012,18,23,1.5,21,24,202,411,86,130,200,721,Portland,V
2012,29,22,99.5,27,25,3,411,103,-150,2.5,722,Sacramento,H
2012,20,25,3,30,29,212.5,411,104,190,212,723,NewOrleans,V
2012,39,26,103.5,17,25,5,411,107,-230,3.5,724,LALakers,H
2012,32,25,106,27,23,211,412,107,310,215,501,Charlotte,V
2012,33,19,7.5,22,29,7.5,412,103,-370,9,502,Indiana,H
2012,30,23,1,31,9,194,412,93,110,199.5,503,Philadelphia,V
2012,23,34,98.5,21,31,2,412,109,-130,4,504,Washington,H
2012,30,25,98,19,25,195,412,99,155,3,505,Boston,V
2012,22,22,6.5,30,15,3.5,412,89,-175,197,506,Atlanta,H
2012,43,19,106,27,25,212,412,114,-110,214,507,Minnesota,V
2012,25,30,2,22,28,pk,412,105,-110,4,508,Memphis,H
2012,26,28,pk,30,27,201.5,412,111,-110,206,509,NewJersey,V
2012,27,26,103,19,26,pk,412,98,-110,3,510,Milwaukee,H
2012,25,34,111.5,20,18,226,412,97,205,229.5,511,Denver,V
2012,40,22,3,28,34,6,412,124,-245,6.5,512,Utah,H
2012,27,22,8.5,24,18,11,412,91,-700,8,513,NewOrleans,V
2012,26,26,103,16,26,206.5,412,94,550,211,514,Sacramento,H
2012,21,29,4,30,25,1.5,412,105,-125,3,515,Dallas,V
2012,37,27,91.5,23,21,182.5,412,108,105,187,516,Portland,H
2012,26,35,108.5,23,32,218,412,116,1200,217,517,LAClippers,V
2012,42,26,7.5,25,29,15.5,412,122,-2000,16,518,GoldenState,H
2012,21,17,87.5,21,17,178.5,413,76,1500,178,701,Miami,V
2012,19,21,9,17,27,16,413,84,-3000,18,702,Cleveland,H
2012,23,30,93.5,14,18,187,413,85,315,195.5,703,SanAntonio,V
2012,25,28,5.5,26,27,8,413,106,-375,6,704,LALakers,H
2012,21,24,91,18,21,185.5,413,84,190,188,705,Toronto,V
2012,26,24,0.5,15,26,5,413,91,-230,6.5,706,Detroit,H
2012,36,17,0.5,29,22,3,413,104,-155,4,707,Orlando,V
2012,24,24,102.5,26,10,204.5,413,84,135,202,708,Chicago,H
2012,18,26,2,23,27,211.5,413,94,240,211,709,Houston,V
2012,24,37,105.5,27,23,6.5,413,111,-290,6,710,Denver,H
2012,25,26,6.5,27,17,11.5,413,95,-625,8,711,Dallas,V
2012,19,31,99,31,18,200.5,413,99,500,197,712,Seattle,H
2012,28,26,2.5,27,29,205,414,110,130,207.5,501,Indiana,V
2012,35,31,101,32,19,2.5,414,117,-150,4,502,Washington,H
2012,28,19,88.5,17,11,181.5,414,75,2000,184.5,503,Miami,V
2012,25,18,12.5,27,21,18,414,91,-4000,19,504,Toronto,H
2012,19,28,92.5,20,24,187,414,91,205,187,505,Cleveland,V
2012,22,19,5,18,31,6,414,90,-245,4.5,506,Philadelphia,H
2012,21,28,2,24,26,4,414,99,-175,9,507,Boston,V
2012,20,34,96.5,21,18,195,414,93,155,200.5,508,NewYork,H
2012,39,42,105,39,31,1,414,151,-115,205,509,Chicago,V
2012,45,26,2,30,34,205.5,414,135,-105,2,510,Milwaukee,H
2012,22,19,93,26,29,189,414,96,380,193.5,511,Houston,V
2012,21,35,0.5,28,21,9,414,105,-460,8.5,512,Utah,H
2012,27,30,2.5,38,21,230.5,414,116,160,233,513,GoldenState,V
2012,31,40,113.5,19,32,4,414,122,-190,5.5,514,Phoenix,H
2012,36,20,3,27,18,7,414,101,-330,5,515,SanAntonio,V
2012,26,25,91.5,25,22,183,414,98,280,188,516,Sacramento,H
2012,28,23,101.5,36,34,203.5,415,121,135,2,701,Orlando,V
2012,20,35,0.5,23,27,2.5,415,105,-155,204,702,Atlanta,H
2012,33,28,106,14,19,211.5,415,108,130,205.5,703,Charlotte,V
2012,18,26,5.5,22,28,2.5,415,112,-150,2.5,704,NewJersey,H
2012,23,20,95,29,31,191,415,103,290,188.5,705,Minnesota,V
2012,24,28,1,34,29,7.5,415,115,-350,9,706,Detroit,H
2012,26,25,98,17,24,200.5,415,92,1500,198,707,LAClippers,V
2012,26,23,11,34,31,16.5,415,114,-3000,17,708,NewOrleans,H
2012,27,21,104.5,21,22,208,415,91,525,202,709,Memphis,V
2012,24,31,4.5,28,30,11.5,415,113,-650,11,710,Portland,H
2012,27,21,106,24,29,217,415,101,1400,216,711,Sacramento,V
2012,34,28,5.5,39,23,17.5,415,124,-2400,17.5,712,LALakers,H
2012,13,19,5.5,24,28,8.5,416,84,-375,7,501,Detroit,V
2012,21,18,87,20,15,178.5,416,74,315,179,502,Cleveland,H
2012,25,26,1,29,29,200,416,109,100,1,503,Philadelphia,V
2012,21,40,98.5,26,28,1,416,115,-120,202,504,Charlotte,H
2012,29,31,109,36,27,221,416,123,240,216.5,505,NewYork,V
2012,29,37,2,37,29,6.5,416,132,-290,7,506,Indiana,H
2012,19,22,101.5,19,23,202.5,416,83,330,204,507,Washington,V
2012,24,23,3,23,33,8.5,416,103,-400,6,508,Orlando,H
2012,20,27,97,24,23,191,416,94,400,192.5,509,NewJersey,V
2012,25,28,3.5,21,31,9.5,416,105,-500,9.5,510,Boston,H
2012,30,31,0.5,22,16,5,416,99,-210,4.5,511,Atlanta,V
2012,24,31,95,34,24,187.5,416,113,180,187,512,Miami,H
2012,21,18,4,21,20,185.5,416,80,170,183.5,513,Utah,V
2012,30,35,94,20,24,4.5,416,109,-200,4,514,SanAntonio,H
2012,24,29,107.5,21,20,219,416,101,235,213,515,Milwaukee,V
2012,32,13,5.5,22,27,6.5,416,110,-275,7,516,Minnesota,H
2012,17,25,90.5,18,15,185,416,75,1100,186,517,LAClippers,V
2012,35,23,2.5,20,15,14,416,93,-1800,14,518,Houston,H
2012,27,23,95,28,20,192.5,416,98,290,192,519,NewOrleans,V
2012,25,23,6,35,28,7.5,416,111,-350,7.5,520,Dallas,H
2012,33,21,106.5,21,22,213.5,416,97,200,209,521,Toronto,V
2012,27,24,5,25,31,5.5,416,107,-240,3.5,522,Chicago,H
2012,30,24,114,30,27,231,416,111,800,234,523,Memphis,V
2012,34,33,3,32,21,14,416,120,-1200,15.5,524,Denver,H
2012,25,24,103.5,19,23,210.5,416,91,600,210,525,Portland,V
2012,30,28,3.5,21,21,11.5,416,100,-800,12.5,526,Phoenix,H
2012,35,33,113.5,27,31,231,416,126,370,232,527,Seattle,V
2012,24,36,9.5,20,41,9.5,416,121,-450,11.5,528,GoldenState,H
2012,24,22,95,23,17,187,419,86,155,188.5,701,Washington,V
2012,19,27,3,19,28,4,419,93,-175,3,702,Cleveland,H
2012,24,24,95.5,23,22,192,419,115,170,194,703,Phoenix,V
2012,20,20,5,25,28,4.5,419,117,-200,4,704,SanAntonio,H
2012,26,26,96,20,20,192,419,92,175,193,705,Dallas,V
2012,19,21,6,36,28,4.5,419,104,-205,4.5,706,NewOrleans,H
2012,23,24,94,21,25,184.5,419,93,-110,188.5,707,Utah,V
2012,18,23,1.5,19,22,pk,419,82,-110,1.5,708,Houston,H
2012,23,24,1,28,25,196,420,100,225,196.5,709,Toronto,V
2012,43,17,96.5,25,29,6,420,114,-265,6,710,Orlando,H
2012,22,34,112,22,36,225,420,114,330,226,711,Denver,V
2012,26,32,5,39,31,8,420,128,-400,8,712,LALakers,H
2012,22,16,88.5,25,27,178.5,420,90,450,178.5,713,Philadelphia,V
2012,27,24,2,19,16,9.5,420,86,-550,9.5,714,Detroit,H
2012,21,19,94,15,26,190,420,81,1500,189,715,Atlanta,V
2012,29,20,6.5,24,31,15.5,420,104,-3000,14,716,Boston,H
2012,22,18,4,23,23,188,421,86,105,186.5,501,Washington,V
2012,27,26,96.5,33,30,1.5,421,116,-125,3,502,Cleveland,H
2012,26,21,94,22,21,183,421,90,-105,184,503,Utah,V
2012,17,24,2,26,17,1,421,84,-115,1,504,Houston,H
2012,29,22,3.5,28,24,192,422,103,150,193.5,505,Dallas,V
2012,39,28,97.5,32,28,3.5,422,127,-170,3.5,506,NewOrleans,H
2012,18,39,101.5,21,25,200.5,422,103,225,200.5,507,Toronto,V
2012,35,24,3.5,24,21,6,422,104,-265,5.5,508,Orlando,H
2012,35,26,97,11,24,191,422,96,110,192,509,Phoenix,V
2012,26,28,3,27,21,1.5,422,102,-130,3.5,510,SanAntonio,H
2012,18,18,87.5,26,26,178.5,423,88,600,179,511,Philadelphia,V
2012,25,28,1,31,21,10.5,423,105,-800,10,512,Detroit,H
2012,20,22,94.5,16,19,188.5,423,77,2200,188,513,Atlanta,V
2012,24,28,6,24,20,15,423,96,-3000,15,514,Boston,H
2012,32,17,113.5,30,28,229.5,423,107,330,230,515,Denver,V
2012,33,26,2,30,33,8.5,423,122,-420,8,516,LALakers,H
2012,20,20,4.5,29,25,205,424,94,175,202,517,Orlando,V
2012,28,33,104,19,28,4,424,108,-205,3.5,518,Toronto,H
2012,17,16,4,18,21,192,424,72,195,189.5,519,Cleveland,V
2012,21,28,96.5,28,31,5.5,424,108,-235,5,520,Washington,H
2012,27,17,94.5,26,24,185.5,424,94,405,181,521,Houston,V
2012,23,21,6,32,16,9,424,92,-505,8.5,522,Utah,H
2012,20,20,5.5,15,20,5,425,75,-230,4,523,Detroit,V
2012,20,24,90,26,25,180.5,425,95,190,180,524,Philadelphia,H
2012,16,24,98.5,23,24,196,425,87,225,195.5,525,NewOrleans,V
2012,23,24,1.5,27,23,6,425,97,-265,4.5,526,Dallas,H
2012,33,28,99,30,24,196.5,425,115,270,193,527,SanAntonio,V
2012,19,28,7.5,25,27,7,425,99,-320,5.5,528,Phoenix,H
2012,31,17,1,25,33,204,426,106,115,202,701,Orlando,V
2012,26,27,102.5,21,20,2,426,94,-135,3,702,Toronto,H
2012,23,30,115,30,19,230,426,102,110,230,703,LALakers,V
2012,20,26,2.5,18,20,2,426,84,-130,pk,704,Denver,H
2012,26,30,6,18,19,8.5,426,93,-450,8,705,Boston,V
2012,32,24,96.5,28,18,189,426,102,370,187,706,Atlanta,H
2012,23,15,94.5,23,21,186,426,82,450,185,707,Houston,V
2012,21,25,3,20,20,9,426,86,-550,9,708,Utah,H
2012,24,30,96.5,26,20,189.5,427,100,180,190,709,Cleveland,V
2012,28,16,5.5,29,24,5,427,97,-220,4.5,710,Washington,H
2012,13,30,4.5,22,21,201,427,86,145,198,711,SanAntonio,V
2012,34,31,100,28,12,3.5,427,105,-165,5.5,712,Phoenix,H
2012,19,17,5.5,34,23,5.5,427,93,-260,5,713,Detroit,V
2012,25,21,89.5,16,22,179.5,427,84,220,180,714,Philadelphia,H
2012,23,25,98,28,21,196.5,427,97,170,195,715,NewOrleans,V
2012,30,14,5,22,18,4.5,427,84,-200,6,716,Dallas,H
2012,26,24,101,18,24,203.5,428,92,290,203,717,Toronto,V
2012,22,27,5,25,28,7,428,102,-350,7,718,Orlando,H
2012,24,24,7.5,27,17,9,428,92,-460,8.5,719,Boston,V
2012,29,22,93.5,14,32,188,428,97,380,191.5,720,Atlanta,H
2012,32,32,112,15,28,4,428,107,-190,3,721,LALakers,V
2012,23,31,1,23,24,224.5,428,101,160,228,722,Denver,H
2012,21,21,89,17,22,179,429,81,500,178,723,Philadelphia,V
2012,35,19,2.5,25,19,10,429,98,-625,9,724,Detroit,H
2012,22,17,1,24,31,195.5,429,94,270,193,725,Dallas,V
2012,28,26,97,17,28,7,429,99,-320,6,726,NewOrleans,H
2012,16,16,3,23,14,182.5,429,69,100,183.5,727,Utah,V
2012,18,25,92.5,31,21,1,429,95,-120,1,728,Houston,H
2012,26,19,98.5,27,15,198.5,429,87,180,199,729,Phoenix,V
2012,30,24,pk,15,23,5,429,92,-210,4.5,730,SanAntonio,H
2012,19,24,92,21,21,187,430,85,1250,188,501,Atlanta,V
2012,27,31,5,23,29,14.5,430,110,-2100,14.5,502,Boston,H
2012,23,22,96.5,24,19,191.5,430,88,190,192,503,Washington,V
2012,16,27,5,22,22,5,430,87,-230,4,504,Cleveland,H
2012,30,21,88,28,21,5,501,100,-210,5.5,509,Detroit,V
2012,12,21,3,18,26,177.5,501,77,180,178,510,Philadelphia,H
2012,32,18,6,32,18,9,502,100,-450,8,515,Boston,V
2012,20,29,93.5,30,24,188.5,502,103,370,189,516,Atlanta,H
2012,27,29,94.5,23,26,186.5,502,105,125,187.5,517,Cleveland,V
2012,31,17,4,16,24,2.5,502,88,-145,4,518,Washington,H
2012,22,32,93,11,26,181,502,91,300,181,519,Houston,V
2012,32,26,3.5,27,28,7.5,502,113,-360,8,520,Utah,H
2012,27,22,91.5,17,16,183,503,82,140,183,701,SanAntonio,V
2012,23,22,2.5,29,27,3.5,503,101,-160,3.5,702,NewOrleans,H
2012,22,20,94,16,14,190,503,72,240,187.5,703,Orlando,V
2012,22,21,3.5,22,26,6.5,503,91,-290,6,704,Detroit,H
2012,16,10,93,17,22,189.5,504,65,1250,190,531,Atlanta,V
2012,27,17,4.5,35,20,15,504,99,-2100,15,532,Boston,H
2012,24,17,107.5,31,26,213.5,504,98,315,213.5,705,Utah,V
2012,25,29,1,25,30,8.5,504,109,-375,7,706,LALakers,H
2012,29,11,91,36,17,185,505,93,220,185,709,Orlando,V
2012,29,21,0.5,28,22,6.5,505,100,-260,5.5,710,Detroit,H
2012,23,20,91.5,18,23,184,505,84,130,182,711,SanAntonio,V
2012,22,20,2.5,36,24,3,505,102,-150,2.5,712,NewOrleans,H
2012,15,22,90.5,15,20,181,506,72,475,184,707,Cleveland,V
2012,25,16,5.5,12,23,10,506,76,-625,9,708,Boston,H
2012,18,31,1.5,34,27,210.5,507,110,250,211,713,Utah,V
2012,33,30,107,30,27,6.5,507,120,-300,8,714,LALakers,H
2012,16,26,93,27,17,187,507,86,190,186,715,Detroit,V
2012,30,24,1.5,19,38,5,507,111,-230,3.5,716,Orlando,H
2012,24,12,88.5,15,22,177.5,508,73,340,177,501,Cleveland,V
2012,17,27,3,26,19,8.5,508,89,-440,8.5,502,Boston,H
2012,23,33,94,22,21,183,508,99,290,183,503,NewOrleans,V
2012,21,33,5,29,27,7,508,110,-350,6.5,504,SanAntonio,H
2012,23,20,1,29,27,214.5,509,99,180,215,505,LALakers,V
2012,23,29,108,27,25,5,509,104,-210,4,506,Utah,H
2012,21,23,0.5,26,20,188,510,90,210,187,507,Detroit,V
2012,27,28,95,15,19,5.5,510,89,-250,4,508,Orlando,H
2012,13,22,5,28,21,180.5,510,84,105,175.5,509,Boston,V
2012,32,20,91,27,29,2,510,108,-125,1,510,Cleveland,H
2012,21,34,1,20,33,1.5,511,115,110,210.5,511,LALakers,V
2012,31,24,107.5,24,29,211,511,123,-130,5,512,Utah,H
2012,22,20,2,19,19,189,511,80,175,186,513,NewOrleans,V
2012,24,31,95.5,30,15,5,511,100,-210,5.5,514,SanAntonio,H
2012,21,22,91.5,22,12,181,512,77,105,185.5,515,Boston,V
2012,23,22,0.5,23,20,2,512,88,-125,7,516,Cleveland,H
2012,20,21,93,27,18,186.5,513,86,210,185.5,517,Orlando,V
2012,20,27,1,18,26,6,513,91,-250,7,518,Detroit,H
2012,23,24,94,11,21,186.5,513,79,165,186.5,519,SanAntonio,V
2012,21,23,4.5,28,29,5,513,101,-190,3.5,520,NewOrleans,H
2012,23,23,89.5,17,26,176.5,514,89,370,177,521,Cleveland,V
2012,18,25,8,29,24,9,514,96,-470,8.5,522,Boston,H
2012,26,28,109,27,23,212,514,104,350,214,523,Utah,V
2012,29,32,2.5,20,30,8,514,111,-450,8,524,LALakers,H
2012,24,27,93.5,12,17,184.5,515,80,250,184,527,NewOrleans,V
2012,36,22,1,20,21,6.5,515,99,-300,6.5,528,SanAntonio,H
2012,18,15,3,17,19,178.5,516,69,125,179,529,Boston,V
2012,18,24,88.5,17,15,2.5,516,74,-145,3,530,Cleveland,H
2012,33,29,108,24,22,212.5,516,108,155,213,531,LALakers,V
2012,20,23,6,27,35,4,516,105,-175,3.5,532,Utah,H
2012,13,27,89,28,24,172.5,518,92,345,175,533,Cleveland,V
2012,18,32,2.5,23,24,8,518,97,-430,7.5,534,Boston,H
2012,23,28,92.5,20,20,184,519,91,165,182.5,537,SanAntonio,V
2012,20,22,6,14,26,4.5,519,82,-190,2,538,NewOrleans,H
2012,17,23,86.5,17,22,173,520,79,170,174,701,Detroit,V
2012,22,19,3,28,19,4.5,520,88,-200,4.5,702,Boston,H
2012,27,24,99,21,13,195.5,521,85,290,197.5,703,SanAntonio,V
2012,24,19,7,22,24,7.5,521,89,-350,6.5,704,LALakers,H
2012,18,32,88,28,25,173.5,522,103,175,172,705,Detroit,V
2012,20,23,5,26,28,4.5,522,97,-210,4,706,Boston,H
2012,16,21,96.5,20,14,194,523,71,240,193.5,707,SanAntonio,V
2012,21,25,1,28,27,6.5,523,101,-280,7,708,LALakers,H
2012,25,25,88.5,23,21,176,524,94,180,175,709,Boston,V
2012,17,15,7.5,23,25,5,524,80,-220,5,710,Detroit,H
2012,24,15,97,18,27,193.5,525,84,220,192,711,LALakers,V
2012,21,28,pk,20,34,5.5,525,103,-260,5.5,712,SanAntonio,H
2012,17,22,88,19,17,176.5,526,75,210,175,713,Boston,V
2012,22,21,2.5,22,29,6,526,94,-250,6,714,Detroit,H
2012,28,25,97,24,16,193,527,93,140,192,715,LALakers,V
2012,23,24,4,23,21,3.5,527,91,-160,4.5,716,SanAntonio,H
2012,23,23,88,25,31,174,528,102,250,173,717,Detroit,V
2012,23,29,2,32,22,6.5,528,106,-300,5.5,718,Boston,H
2012,28,20,97,15,29,193.5,529,92,330,190.5,719,SanAntonio,V
2012,15,27,9,22,36,7.5,529,100,-420,7.5,720,LALakers,H
2012,24,16,88,20,29,175.5,530,89,180,175.5,721,Boston,V
2012,21,16,5.5,31,13,5,530,81,-220,6,722,Detroit,H
2012,21,30,96.5,22,15,191.5,605,88,140,195,501,LALakers,V
2012,23,23,3,31,21,3.5,605,98,-160,3,502,Boston,H
2012,22,20,5.5,19,41,1.5,608,102,-128,190,503,LALakers,V
2012,20,34,96.5,29,25,192,608,108,108,2,504,Boston,H
2012,20,17,97.5,25,19,195.5,610,81,425,195.5,505,Boston,V
2012,20,23,4,17,27,9,610,87,-550,9.5,506,LALakers,H
2012,14,26,3,31,26,191.5,612,97,275,192,507,Boston,V
2012,35,23,96.5,15,18,7.5,612,91,-355,8,508,LALakers,H
2012,22,30,97.5,18,28,193,615,98,255,190.5,509,Boston,V
2012,39,16,4,24,24,7.5,615,103,-305,7.5,510,LALakers,H
2012,20,15,5,25,32,190,617,92,170,192,511,LALakers,V
2012,24,34,95,31,42,4.5,617,131,-200,3.5,512,Boston,H
2013,26,23,95,28,20,189.5,1030,97,900,184,501,Portland,V
2013,29,30,5,22,25,13,1030,106,-1400,12.5,502,SanAntonio,H
2013,28,34,105.5,24,31,212,1030,117,100,214.5,503,Utah,V
2013,30,21,3,21,24,1,1030,96,-120,3,504,GoldenState,H
2013,16,27,3,27,25,5,1030,95,-230,2.5,505,Houston,V
2013,25,18,99,19,31,199,1030,93,190,191,506,LALakers,H
2013,22,28,96.5,17,30,191,1031,97,255,190,701,Philadelphia,V
2013,24,34,2,23,25,6.5,1031,106,-305,6.5,702,Toronto,H
2013,23,22,1,25,33,1.5,1031,110,-125,200,703,Washington,V
2013,28,20,105,22,33,203.5,1031,119,105,1.5,704,Indiana,H
2013,24,22,97,16,21,197,1031,83,245,198.5,705,Milwaukee,V
2013,24,24,3.5,35,19,6.5,1031,102,-295,8,706,Orlando,H
2013,21,20,3,32,23,186,1031,103,105,188,707,Chicago,V
2013,25,31,94,18,22,1.5,1031,112,-125,2,708,NewJersey,H
2013,29,25,91.5,24,14,2.5,1031,92,-140,3,709,Dallas,V
2013,15,19,4,25,15,184,1031,74,120,186,710,Cleveland,H
2013,23,29,4,27,25,6.5,1031,104,-250,7,711,SanAntonio,V
2013,26,26,99.5,30,19,201,1031,101,210,198,712,Memphis,H
2013,24,18,94,19,29,190.5,1031,90,425,193,713,Sacramento,V
2013,29,28,1.5,30,17,9.5,1031,104,-525,10,714,NewOrleans,H
2013,31,27,107.5,23,22,217.5,1031,103,625,213,715,Seattle,V
2013,35,24,6.5,27,34,11.5,1031,120,-825,10.5,716,Denver,H
2013,26,22,pk,18,25,4,1101,91,-190,4,501,Detroit,V
2013,22,20,89.5,20,18,178.5,1101,80,160,181,502,Miami,H
2013,24,33,98.5,21,28,193,1101,106,140,191,503,Houston,V
2013,29,20,3.5,17,29,3,1101,95,-160,3.5,504,Utah,H
2013,27,28,9,24,27,12,1101,106,-725,9,505,Phoenix,V
2013,26,32,112.5,24,17,224.5,1101,99,575,223,506,Seattle,H
2013,18,31,96.5,20,30,196.5,1102,99,150,200,701,Milwaukee,V
2013,24,22,4,25,31,4,1102,102,-170,2.5,702,Charlotte,H
2013,28,36,93.5,27,25,183.5,1102,116,150,184,703,Detroit,V
2013,30,25,4.5,23,14,4,1102,92,-170,2.5,704,Orlando,H
2013,22,25,96.5,18,20,192,1102,85,235,186.5,705,Miami,V
2013,24,24,4,20,19,6.5,1102,87,-275,6.5,706,Indiana,H
2013,21,35,96,24,26,193.5,1102,106,155,192.5,707,Toronto,V
2013,21,20,6,12,16,4,1102,69,-175,5,708,NewJersey,H
2013,19,20,5,30,25,5.5,1102,94,-250,6,709,Dallas,V
2013,29,17,94.5,22,33,191,1102,101,210,192,710,Atlanta,H
2013,34,20,94,26,26,186,1102,106,210,186.5,711,NewYork,V
2013,32,23,4,20,35,6,1102,110,-250,7.5,712,Cleveland,H
2013,18,18,2.5,21,26,205.5,1102,83,285,208,713,Washington,V
2013,21,37,105,21,24,7.5,1102,103,-335,6,714,Boston,H
2013,21,28,102.5,15,29,203,1102,93,275,192,715,Portland,V
2013,31,26,2,30,26,7.5,1102,113,-325,8,716,NewOrleans,H
2013,21,28,6.5,25,25,7.5,1102,99,-375,8.5,717,Denver,V
2013,27,25,104,25,14,208.5,1102,91,315,209,718,Minnesota,H
2013,28,14,94,29,25,190,1102,96,400,189,719,Philadelphia,V
2013,20,21,7,20,24,9.5,1102,85,-500,9.5,720,Chicago,H
2013,10,13,92.5,31,26,191,1102,80,1200,190.5,721,Sacramento,V
2013,17,33,2,21,25,14.5,1102,96,-2000,14.5,722,SanAntonio,H
