,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
9013,2014,17.0,30,2,38,34,200.5,408,119,170,198,Minnesota,V,32,27,101.5,35,27,4.5,121,-200,3.5,Charlotte,240,3.5,4.5,,,-2,4-08-2014
9014,2014,27.0,25,3,20,26,214.5,408,98,155,214,Atlanta,V,38,29,106,26,19,4,112,-175,3.5,Indiana,210,3.5,4.0,,,-14,4-08-2014
9015,2014,21.0,28,5.5,18,21,10,408,88,-550,9,Chicago,V,18,25,94.5,26,26,185,95,450,181.5,Miami,183,9.0,185.0,,,-7,4-08-2014
9016,2014,28.0,29,95.5,22,19,193.5,408,98,650,193,NewYork,V,16,18,11,26,34,11,94,-900,13,Detroit,192,193.0,193.5,,,4,4-08-2014
9017,2014,30.0,24,5.5,35,38,12,408,127,-1100,12,Phoenix,V,33,15,108,27,38,225,113,750,229,Memphis,240,229.0,225.0,,,14,4-08-2014
9018,2014,27.0,16,107,25,9,210.5,408,77,190,212,Utah,V,24,11,5.5,15,16,5,66,-230,4.5,NewOrleans,143,4.5,5.0,,,11,4-08-2014
9019,2014,32.0,28,1,20,19,8,408,107,-375,7,Boston,V,29,16,96.5,21,33,194,104,315,195,Milwaukee,211,7.0,8.0,,,3,4-08-2014
9020,2014,21.0,23,98.5,19,20,204,408,83,2000,203,Seattle,V,23,23,10,24,29,18,99,-4000,17.5,Dallas,182,203.0,204.0,,,-16,4-08-2014
9021,2014,24.0,23,9,26,30,8.5,408,103,-415,7.5,LALakers,V,28,30,102.5,31,23,204.5,112,345,201,Portland,215,7.5,8.5,,,-9,4-08-2014
9022,2014,23.0,40,2.5,28,26,12.5,408,117,-1100,13,Denver,V,23,24,108.5,27,25,217,99,750,213,LAClippers,216,213.0,217.0,,,18,4-08-2014
9023,2014,32.0,34,112.5,30,36,225.5,408,132,950,228,Sacramento,V,39,38,4.5,26,37,14.5,140,-1500,10.5,GoldenState,272,228.0,225.5,,,-8,4-08-2014
9024,2014,25.0,28,0.5,18,24,2,409,95,-130,3,Boston,V,30,25,97.5,27,27,191.5,109,110,192,Washington,204,3.0,2.0,,,-14,4-09-2014
9025,2014,18.0,30,101,20,25,204.5,409,93,1200,205,Milwaukee,V,23,27,7.5,33,28,14,111,-2000,11.5,Toronto,204,205.0,204.5,,,-18,4-09-2014
9026,2014,22.0,31,103,21,9,196.5,409,83,355,190,NewJersey,V,20,29,7.5,27,28,8.5,104,-425,3,Cleveland,187,3.0,8.5,,,-21,4-09-2014
9027,2014,26.0,23,104.5,21,13,206.5,409,83,425,206.5,Chicago,V,26,36,2,19,34,9.5,115,-525,9,Orlando,198,9.0,9.5,,,-32,4-09-2014
9028,2014,25.0,27,91.5,21,21,183.5,409,94,170,185,Detroit,V,29,29,1,23,20,4.5,101,-200,0,Philadelphia,195,185.0,4.5,,,-7,4-09-2014
9029,2014,26.0,24,4,33,24,209.5,409,107,-110,207,Charlotte,V,27,37,102.5,22,23,0,109,-110,3,NewYork,216,3.0,209.5,,,-2,4-09-2014
9030,2014,28.0,20,5.5,41,33,10.5,409,122,-605,9.5,NewOrleans,V,30,16,100.5,27,17,202,90,480,203.5,Minnesota,212,9.5,202.0,,,32,4-09-2014
9031,2014,26.0,11,93,22,21,192.5,409,80,1200,194.5,Seattle,V,21,25,5.5,29,28,14.5,103,-2000,16.5,Houston,183,194.5,192.5,,,-23,4-09-2014
9032,2014,16.0,29,96,27,24,197,409,96,240,199.5,Phoenix,V,24,21,4.5,23,11,6.5,79,-290,6,SanAntonio,175,6.0,6.5,,,17,4-09-2014
9033,2014,22.0,39,118,28,25,238,410,114,150,240,Denver,V,37,23,3,22,23,4,105,-170,5,GoldenState,219,5.0,4.0,,,9,4-10-2014
9034,2014,15.0,25,101.5,26,28,199,410,94,215,200.5,Utah,V,24,23,1,20,30,6,97,-255,3.5,Dallas,191,3.5,6.0,,,-3,4-10-2014
9035,2014,27.0,24,8,22,33,17,410,106,-3500,16,LALakers,V,25,17,104.5,19,17,208.5,78,1750,208,LAClippers,184,208.0,208.5,,,28,4-10-2014
9036,2014,17.0,26,101.5,24,18,209,411,85,215,209,Indiana,V,18,19,5,24,15,6,76,-255,5.5,Philadelphia,161,5.5,6.0,,,9,4-11-2014
9037,2014,30.0,18,104,19,18,202,411,85,575,201.5,NewJersey,V,18,28,8,37,30,11,113,-725,9,Toronto,198,9.0,202.0,,,-28,4-11-2014
9038,2014,31.0,23,105,20,28,206.5,411,102,700,205.5,Minnesota,V,37,26,4,18,20,12,101,-1000,12,Orlando,203,205.5,206.5,,,1,4-11-2014
9039,2014,33.0,14,5,18,30,5.5,411,95,-245,5,Cleveland,V,25,28,99,29,18,195.5,100,205,195.5,Chicago,195,5.0,5.5,,,-5,4-11-2014
9040,2014,31.0,27,96.5,16,22,4.5,411,96,-210,4,Memphis,V,23,20,1.5,26,22,191,91,180,192.5,Miami,187,4.0,4.5,,,5,4-11-2014
9041,2014,21.0,18,97,19,28,196,411,86,1200,197,Milwaukee,V,31,26,3.5,22,23,15,102,-2000,15,Boston,188,197.0,196.0,,,-16,4-11-2014
9042,2014,34.0,28,104,23,31,6.5,411,116,-255,5.5,Atlanta,V,23,20,2,28,33,210.5,104,215,210,NewYork,220,5.5,6.5,,,12,4-11-2014
9043,2014,19.0,23,97,13,19,189,411,74,160,185,Washington,V,23,24,0.5,34,21,4,102,-190,5.5,Detroit,176,5.5,4.0,,,-28,4-11-2014
9044,2014,20.0,17,89,20,17,182,411,74,1300,188.5,Seattle,V,13,32,7,27,23,15.5,95,-2200,18.5,SanAntonio,169,188.5,182.0,,,-21,4-11-2014
9045,2014,28.0,19,5,19,24,4,411,90,-175,205,Phoenix,V,29,30,100.5,23,19,202.5,101,155,1,Houston,191,205.0,4.0,,,-11,4-11-2014
9046,2014,18.0,23,1.5,21,24,202,411,86,130,200,Portland,V,29,22,99.5,27,25,3,103,-150,2.5,Sacramento,189,200.0,3.0,,,-17,4-11-2014
9047,2014,20.0,25,3,30,29,212.5,411,104,190,212,NewOrleans,V,39,26,103.5,17,25,5,107,-230,3.5,LALakers,211,3.5,5.0,,,-3,4-11-2014
9048,2014,32.0,25,106,27,23,211,412,107,310,215,Charlotte,V,33,19,7.5,22,29,7.5,103,-370,9,Indiana,210,9.0,7.5,,,4,4-12-2014
9049,2014,30.0,23,1,31,9,194,412,93,110,199.5,Philadelphia,V,23,34,98.5,21,31,2,109,-130,4,Washington,202,4.0,2.0,,,-16,4-12-2014
9050,2014,30.0,25,98,19,25,195,412,99,155,3,Boston,V,22,22,6.5,30,15,3.5,89,-175,197,Atlanta,188,3.0,3.5,,,10,4-12-2014
9051,2014,43.0,19,106,27,25,212,412,114,-110,214,Minnesota,V,25,30,2,22,28,0,105,-110,4,Memphis,219,4.0,212.0,,,9,4-12-2014
9052,2014,26.0,28,0,30,27,201.5,412,111,-110,206,NewJersey,V,27,26,103,19,26,0,98,-110,3,Milwaukee,209,3.0,201.5,,,13,4-12-2014
9053,2014,25.0,34,111.5,20,18,226,412,97,205,229.5,Denver,V,40,22,3,28,34,6,124,-245,6.5,Utah,221,6.5,6.0,,,-27,4-12-2014
9054,2014,27.0,22,8.5,24,18,11,412,91,-700,8,NewOrleans,V,26,26,103,16,26,206.5,94,550,211,Sacramento,185,8.0,206.5,,,-3,4-12-2014
9055,2014,21.0,29,4,30,25,1.5,412,105,-125,3,Dallas,V,37,27,91.5,23,21,182.5,108,105,187,Portland,213,3.0,182.5,,,-3,4-12-2014
9056,2014,26.0,35,108.5,23,32,218,412,116,1200,217,LAClippers,V,42,26,7.5,25,29,15.5,122,-2000,16,GoldenState,238,217.0,218.0,,,-6,4-12-2014
9057,2014,21.0,17,87.5,21,17,178.5,413,76,1500,178,Miami,V,19,21,9,17,27,16,84,-3000,18,Cleveland,160,18.0,178.5,,,-8,4-13-2014
9058,2014,23.0,30,93.5,14,18,187,413,85,315,195.5,SanAntonio,V,25,28,5.5,26,27,8,106,-375,6,LALakers,191,6.0,8.0,,,-21,4-13-2014
9059,2014,21.0,24,91,18,21,185.5,413,84,190,188,Toronto,V,26,24,0.5,15,26,5,91,-230,6.5,Detroit,175,6.5,5.0,,,-7,4-13-2014
9060,2014,36.0,17,0.5,29,22,3,413,104,-155,4,Orlando,V,24,24,102.5,26,10,204.5,84,135,202,Chicago,188,4.0,3.0,,,20,4-13-2014
9061,2014,18.0,26,2,23,27,211.5,413,94,240,211,Houston,V,24,37,105.5,27,23,6.5,111,-290,6,Denver,205,6.0,6.5,,,-17,4-13-2014
9062,2014,25.0,26,6.5,27,17,11.5,413,95,-625,8,Dallas,V,19,31,99,31,18,200.5,99,500,197,Seattle,194,8.0,200.5,,,-4,4-13-2014
9063,2014,28.0,26,2.5,27,29,205,414,110,130,207.5,Indiana,V,35,31,101,32,19,2.5,117,-150,4,Washington,227,4.0,205.0,,,-7,4-14-2014
9064,2014,28.0,19,88.5,17,11,181.5,414,75,2000,184.5,Miami,V,25,18,12.5,27,21,18,91,-4000,19,Toronto,166,19.0,181.5,,,-16,4-14-2014
9065,2014,19.0,28,92.5,20,24,187,414,91,205,187,Cleveland,V,22,19,5,18,31,6,90,-245,4.5,Philadelphia,181,4.5,6.0,,,1,4-14-2014
9066,2014,21.0,28,2,24,26,4,414,99,-175,9,Boston,V,20,34,96.5,21,18,195,93,155,200.5,NewYork,192,9.0,4.0,,,6,4-14-2014
9067,2014,39.0,42,105,39,31,1,414,151,-115,205,Chicago,V,45,26,2,30,34,205.5,135,-105,2,Milwaukee,286,205.0,205.5,,,16,4-14-2014
9068,2014,22.0,19,93,26,29,189,414,96,380,193.5,Houston,V,21,35,0.5,28,21,9,105,-460,8.5,Utah,201,8.5,9.0,,,-9,4-14-2014
9069,2014,27.0,30,2.5,38,21,230.5,414,116,160,233,GoldenState,V,31,40,113.5,19,32,4,122,-190,5.5,Phoenix,238,5.5,4.0,,,-6,4-14-2014
9070,2014,36.0,20,3,27,18,7,414,101,-330,5,SanAntonio,V,26,25,91.5,25,22,183,98,280,188,Sacramento,199,5.0,7.0,,,3,4-14-2014
9071,2014,28.0,23,101.5,36,34,203.5,415,121,135,2,Orlando,V,20,35,0.5,23,27,2.5,105,-155,204,Atlanta,226,204.0,203.5,,,16,4-15-2014
9072,2014,33.0,28,106,14,19,211.5,415,108,130,205.5,Charlotte,V,18,26,5.5,22,28,2.5,112,-150,2.5,NewJersey,220,205.5,211.5,,,-4,4-15-2014
9073,2014,23.0,20,95,29,31,191,415,103,290,188.5,Minnesota,V,24,28,1,34,29,7.5,115,-350,9,Detroit,218,9.0,7.5,,,-12,4-15-2014
9074,2014,26.0,25,98,17,24,200.5,415,92,1500,198,LAClippers,V,26,23,11,34,31,16.5,114,-3000,17,NewOrleans,206,198.0,200.5,,,-22,4-15-2014
9075,2014,27.0,21,104.5,21,22,208,415,91,525,202,Memphis,V,24,31,4.5,28,30,11.5,113,-650,11,Portland,204,202.0,208.0,,,-22,4-15-2014
9076,2014,27.0,21,106,24,29,217,415,101,1400,216,Sacramento,V,34,28,5.5,39,23,17.5,124,-2400,17.5,LALakers,225,216.0,217.0,,,-23,4-15-2014
9077,2014,13.0,19,5.5,24,28,8.5,416,84,-375,7,Detroit,V,21,18,87,20,15,178.5,74,315,179,Cleveland,158,7.0,8.5,,,10,4-16-2014
9078,2014,25.0,26,1,29,29,200,416,109,100,1,Philadelphia,V,21,40,98.5,26,28,1,115,-120,202,Charlotte,224,202.0,200.0,,,-6,4-16-2014
9079,2014,29.0,31,109,36,27,221,416,123,240,216.5,NewYork,V,29,37,2,37,29,6.5,132,-290,7,Indiana,255,7.0,6.5,,,-9,4-16-2014
9080,2014,19.0,22,101.5,19,23,202.5,416,83,330,204,Washington,V,24,23,3,23,33,8.5,103,-400,6,Orlando,186,6.0,8.5,,,-20,4-16-2014
9081,2014,20.0,27,97,24,23,191,416,94,400,192.5,NewJersey,V,25,28,3.5,21,31,9.5,105,-500,9.5,Boston,199,9.5,9.5,,,-11,4-16-2014
9082,2014,30.0,31,0.5,22,16,5,416,99,-210,4.5,Atlanta,V,24,31,95,34,24,187.5,113,180,187,Miami,212,4.5,5.0,,,-14,4-16-2014
9083,2014,21.0,18,4,21,20,185.5,416,80,170,183.5,Utah,V,30,35,94,20,24,4.5,109,-200,4,SanAntonio,189,4.0,4.5,,,-29,4-16-2014
9084,2014,24.0,29,107.5,21,20,219,416,101,235,213,Milwaukee,V,32,13,5.5,22,27,6.5,110,-275,7,Minnesota,211,7.0,6.5,,,-9,4-16-2014
9085,2014,17.0,25,90.5,18,15,185,416,75,1100,186,LAClippers,V,35,23,2.5,20,15,14,93,-1800,14,Houston,168,186.0,185.0,,,-18,4-16-2014
9086,2014,27.0,23,95,28,20,192.5,416,98,290,192,NewOrleans,V,25,23,6,35,28,7.5,111,-350,7.5,Dallas,209,7.5,7.5,,,-13,4-16-2014
9087,2014,33.0,21,106.5,21,22,213.5,416,97,200,209,Toronto,V,27,24,5,25,31,5.5,107,-240,3.5,Chicago,204,3.5,5.5,,,-10,4-16-2014
9088,2014,30.0,24,114,30,27,231,416,111,800,234,Memphis,V,34,33,3,32,21,14,120,-1200,15.5,Denver,231,234.0,231.0,,,-9,4-16-2014
9089,2014,25.0,24,103.5,19,23,210.5,416,91,600,210,Portland,V,30,28,3.5,21,21,11.5,100,-800,12.5,Phoenix,191,210.0,210.5,,,-9,4-16-2014
9090,2014,35.0,33,113.5,27,31,231,416,126,370,232,Seattle,V,24,36,9.5,20,41,9.5,121,-450,11.5,GoldenState,247,232.0,9.5,,,5,4-16-2014
9091,2014,24.0,22,95,23,17,187,419,86,155,188.5,Washington,V,19,27,3,19,28,4,93,-175,3,Cleveland,179,3.0,4.0,,,-7,4-19-2014
9092,2014,24.0,24,95.5,23,22,192,419,115,170,194,Phoenix,V,20,20,5,25,28,4.5,117,-200,4,SanAntonio,232,4.0,4.5,,,-2,4-19-2014
9093,2014,26.0,26,96,20,20,192,419,92,175,193,Dallas,V,19,21,6,36,28,4.5,104,-205,4.5,NewOrleans,196,4.5,4.5,,,-12,4-19-2014
9094,2014,23.0,24,94,21,25,184.5,419,93,-110,188.5,Utah,V,18,23,1.5,19,22,0,82,-110,1.5,Houston,175,188.5,184.5,,,11,4-19-2014
9095,2014,23.0,24,1,28,25,196,420,100,225,196.5,Toronto,V,43,17,96.5,25,29,6,114,-265,6,Orlando,214,6.0,6.0,,,-14,4-20-2014
9096,2014,22.0,34,112,22,36,225,420,114,330,226,Denver,V,26,32,5,39,31,8,128,-400,8,LALakers,242,8.0,8.0,,,-14,4-20-2014
9097,2014,22.0,16,88.5,25,27,178.5,420,90,450,178.5,Philadelphia,V,27,24,2,19,16,9.5,86,-550,9.5,Detroit,176,9.5,9.5,,,4,4-20-2014
9098,2014,21.0,19,94,15,26,190,420,81,1500,189,Atlanta,V,29,20,6.5,24,31,15.5,104,-3000,14,Boston,185,189.0,190.0,,,-23,4-20-2014
9099,2014,22.0,18,4,23,23,188,421,86,105,186.5,Washington,V,27,26,96.5,33,30,1.5,116,-125,3,Cleveland,202,3.0,188.0,,,-30,4-21-2014
9100,2014,26.0,21,94,22,21,183,421,90,-105,184,Utah,V,17,24,2,26,17,1,84,-115,1,Houston,174,184.0,183.0,,,6,4-21-2014
9101,2014,29.0,22,3.5,28,24,192,422,103,150,193.5,Dallas,V,39,28,97.5,32,28,3.5,127,-170,3.5,NewOrleans,230,3.5,3.5,,,-24,4-22-2014
9102,2014,18.0,39,101.5,21,25,200.5,422,103,225,200.5,Toronto,V,35,24,3.5,24,21,6,104,-265,5.5,Orlando,207,5.5,6.0,,,-1,4-22-2014
9103,2014,35.0,26,97,11,24,191,422,96,110,192,Phoenix,V,26,28,3,27,21,1.5,102,-130,3.5,SanAntonio,198,3.5,191.0,,,-6,4-22-2014
9104,2014,18.0,18,87.5,26,26,178.5,423,88,600,179,Philadelphia,V,25,28,1,31,21,10.5,105,-800,10,Detroit,193,179.0,178.5,,,-17,4-23-2014
9105,2014,20.0,22,94.5,16,19,188.5,423,77,2200,188,Atlanta,V,24,28,6,24,20,15,96,-3000,15,Boston,173,188.0,188.5,,,-19,4-23-2014
9106,2014,32.0,17,113.5,30,28,229.5,423,107,330,230,Denver,V,33,26,2,30,33,8.5,122,-420,8,LALakers,229,8.0,8.5,,,-15,4-23-2014
9107,2014,20.0,20,4.5,29,25,205,424,94,175,202,Orlando,V,28,33,104,19,28,4,108,-205,3.5,Toronto,202,3.5,4.0,,,-14,4-24-2014
9108,2014,17.0,16,4,18,21,192,424,72,195,189.5,Cleveland,V,21,28,96.5,28,31,5.5,108,-235,5,Washington,180,5.0,5.5,,,-36,4-24-2014
9109,2014,27.0,17,94.5,26,24,185.5,424,94,405,181,Houston,V,23,21,6,32,16,9,92,-505,8.5,Utah,186,8.5,9.0,,,2,4-24-2014
9110,2014,20.0,20,5.5,15,20,5,425,75,-230,4,Detroit,V,20,24,90,26,25,180.5,95,190,180,Philadelphia,170,4.0,5.0,,,-20,4-25-2014
9111,2014,16.0,24,98.5,23,24,196,425,87,225,195.5,NewOrleans,V,23,24,1.5,27,23,6,97,-265,4.5,Dallas,184,4.5,6.0,,,-10,4-25-2014
9112,2014,33.0,28,99,30,24,196.5,425,115,270,193,SanAntonio,V,19,28,7.5,25,27,7,99,-320,5.5,Phoenix,214,5.5,7.0,,,16,4-25-2014
9113,2014,31.0,17,1,25,33,204,426,106,115,202,Orlando,V,26,27,102.5,21,20,2,94,-135,3,Toronto,200,3.0,204.0,,,12,4-26-2014
9114,2014,23.0,30,115,30,19,230,426,102,110,230,LALakers,V,20,26,2.5,18,20,2,84,-130,0,Denver,186,230.0,230.0,,,18,4-26-2014
9115,2014,26.0,30,6,18,19,8.5,426,93,-450,8,Boston,V,32,24,96.5,28,18,189,102,370,187,Atlanta,195,8.0,8.5,,,-9,4-26-2014
9116,2014,23.0,15,94.5,23,21,186,426,82,450,185,Houston,V,21,25,3,20,20,9,86,-550,9,Utah,168,9.0,9.0,,,-4,4-26-2014
9117,2014,24.0,30,96.5,26,20,189.5,427,100,180,190,Cleveland,V,28,16,5.5,29,24,5,97,-220,4.5,Washington,197,4.5,5.0,,,3,4-27-2014
9118,2014,13.0,30,4.5,22,21,201,427,86,145,198,SanAntonio,V,34,31,100,28,12,3.5,105,-165,5.5,Phoenix,191,5.5,3.5,,,-19,4-27-2014
9119,2014,19.0,17,5.5,34,23,5.5,427,93,-260,5,Detroit,V,25,21,89.5,16,22,179.5,84,220,180,Philadelphia,177,5.0,5.5,,,9,4-27-2014
9120,2014,23.0,25,98,28,21,196.5,427,97,170,195,NewOrleans,V,30,14,5,22,18,4.5,84,-200,6,Dallas,181,6.0,4.5,,,13,4-27-2014
9121,2014,26.0,24,101,18,24,203.5,428,92,290,203,Toronto,V,22,27,5,25,28,7,102,-350,7,Orlando,194,7.0,7.0,,,-10,4-28-2014
9122,2014,24.0,24,7.5,27,17,9,428,92,-460,8.5,Boston,V,29,22,93.5,14,32,188,97,380,191.5,Atlanta,189,8.5,9.0,,,-5,4-28-2014
9123,2014,32.0,32,112,15,28,4,428,107,-190,3,LALakers,V,23,31,1,23,24,224.5,101,160,228,Denver,208,3.0,4.0,,,6,4-28-2014
9124,2014,21.0,21,89,17,22,179,429,81,500,178,Philadelphia,V,35,19,2.5,25,19,10,98,-625,9,Detroit,179,9.0,179.0,,,-17,4-29-2014
9125,2014,22.0,17,1,24,31,195.5,429,94,270,193,Dallas,V,28,26,97,17,28,7,99,-320,6,NewOrleans,193,6.0,7.0,,,-5,4-29-2014
9126,2014,16.0,16,3,23,14,182.5,429,69,100,183.5,Utah,V,18,25,92.5,31,21,1,95,-120,1,Houston,164,183.5,182.5,,,-26,4-29-2014
9127,2014,26.0,19,98.5,27,15,198.5,429,87,180,199,Phoenix,V,30,24,0,15,23,5,92,-210,4.5,SanAntonio,179,4.5,5.0,,,-5,4-29-2014
9128,2014,19.0,24,92,21,21,187,430,85,1250,188,Atlanta,V,27,31,5,23,29,14.5,110,-2100,14.5,Boston,195,188.0,187.0,,,-25,4-30-2014
9129,2014,23.0,22,96.5,24,19,191.5,430,88,190,192,Washington,V,16,27,5,22,22,5,87,-230,4,Cleveland,175,4.0,5.0,,,1,4-30-2014
9130,2014,30.0,21,88,28,21,5,501,100,-210,5.5,Detroit,V,12,21,3,18,26,177.5,77,180,178,Philadelphia,177,5.5,5.0,,,23,5-01-2014
9131,2014,32.0,18,6,32,18,9,502,100,-450,8,Boston,V,20,29,93.5,30,24,188.5,103,370,189,Atlanta,203,8.0,9.0,,,-3,5-02-2014
9132,2014,27.0,29,94.5,23,26,186.5,502,105,125,187.5,Cleveland,V,31,17,4,16,24,2.5,88,-145,4,Washington,193,4.0,2.5,,,17,5-02-2014
9133,2014,22.0,32,93,11,26,181,502,91,300,181,Houston,V,32,26,3.5,27,28,7.5,113,-360,8,Utah,204,8.0,7.5,,,-22,5-02-2014
9134,2014,27.0,22,91.5,17,16,183,503,82,140,183,SanAntonio,V,23,22,2.5,29,27,3.5,101,-160,3.5,NewOrleans,183,3.5,3.5,,,-19,5-03-2014
9135,2014,22.0,20,94,16,14,190,503,72,240,187.5,Orlando,V,22,21,3.5,22,26,6.5,91,-290,6,Detroit,163,6.0,6.5,,,-19,5-03-2014
9136,2014,16.0,10,93,17,22,189.5,504,65,1250,190,Atlanta,V,27,17,4.5,35,20,15,99,-2100,15,Boston,164,190.0,189.5,,,-34,5-04-2014
9137,2014,24.0,17,107.5,31,26,213.5,504,98,315,213.5,Utah,V,25,29,1,25,30,8.5,109,-375,7,LALakers,207,7.0,8.5,,,-11,5-04-2014
9138,2014,29.0,11,91,36,17,185,505,93,220,185,Orlando,V,29,21,0.5,28,22,6.5,100,-260,5.5,Detroit,193,5.5,6.5,,,-7,5-05-2014
9139,2014,23.0,20,91.5,18,23,184,505,84,130,182,SanAntonio,V,22,20,2.5,36,24,3,102,-150,2.5,NewOrleans,186,2.5,3.0,,,-18,5-05-2014
9140,2014,15.0,22,90.5,15,20,181,506,72,475,184,Cleveland,V,25,16,5.5,12,23,10,76,-625,9,Boston,148,9.0,181.0,,,-4,5-06-2014
9141,2014,18.0,31,1.5,34,27,210.5,507,110,250,211,Utah,V,33,30,107,30,27,6.5,120,-300,8,LALakers,230,8.0,6.5,,,-10,5-07-2014
9142,2014,16.0,26,93,27,17,187,507,86,190,186,Detroit,V,30,24,1.5,19,38,5,111,-230,3.5,Orlando,197,3.5,5.0,,,-25,5-07-2014
9143,2014,24.0,12,88.5,15,22,177.5,508,73,340,177,Cleveland,V,17,27,3,26,19,8.5,89,-440,8.5,Boston,162,8.5,8.5,,,-16,5-08-2014
9144,2014,23.0,33,94,22,21,183,508,99,290,183,NewOrleans,V,21,33,5,29,27,7,110,-350,6.5,SanAntonio,209,6.5,7.0,,,-11,5-08-2014
9145,2014,23.0,20,1,29,27,214.5,509,99,180,215,LALakers,V,23,29,108,27,25,5,104,-210,4,Utah,203,4.0,5.0,,,-5,5-09-2014
9146,2014,21.0,23,0.5,26,20,188,510,90,210,187,Detroit,V,27,28,95,15,19,5.5,89,-250,4,Orlando,179,4.0,5.5,,,1,5-10-2014
9147,2014,13.0,22,5,28,21,180.5,510,84,105,175.5,Boston,V,32,20,91,27,29,2,108,-125,1,Cleveland,192,175.5,2.0,,,-24,5-10-2014
9148,2014,21.0,34,1,20,33,1.5,511,115,110,210.5,LALakers,V,31,24,107.5,24,29,211,123,-130,5,Utah,238,5.0,211.0,,,-8,5-11-2014
9149,2014,22.0,20,2,19,19,189,511,80,175,186,NewOrleans,V,24,31,95.5,30,15,5,100,-210,5.5,SanAntonio,180,5.5,5.0,,,-20,5-11-2014
9150,2014,21.0,22,91.5,22,12,181,512,77,105,185.5,Boston,V,23,22,0.5,23,20,2,88,-125,7,Cleveland,165,7.0,2.0,,,-11,5-12-2014
9151,2014,20.0,21,93,27,18,186.5,513,86,210,185.5,Orlando,V,20,27,1,18,26,6,91,-250,7,Detroit,177,7.0,6.0,,,-5,5-13-2014
9152,2014,23.0,24,94,11,21,186.5,513,79,165,186.5,SanAntonio,V,21,23,4.5,28,29,5,101,-190,3.5,NewOrleans,180,3.5,5.0,,,-22,5-13-2014
9153,2014,23.0,23,89.5,17,26,176.5,514,89,370,177,Cleveland,V,18,25,8,29,24,9,96,-470,8.5,Boston,185,8.5,9.0,,,-7,5-14-2014
9154,2014,26.0,28,109,27,23,212,514,104,350,214,Utah,V,29,32,2.5,20,30,8,111,-450,8,LALakers,215,8.0,8.0,,,-7,5-14-2014
9155,2014,24.0,27,93.5,12,17,184.5,515,80,250,184,NewOrleans,V,36,22,1,20,21,6.5,99,-300,6.5,SanAntonio,179,6.5,6.5,,,-19,5-15-2014
9156,2014,18.0,15,3,17,19,178.5,516,69,125,179,Boston,V,18,24,88.5,17,15,2.5,74,-145,3,Cleveland,143,3.0,2.5,,,-5,5-16-2014
9157,2014,33.0,29,108,24,22,212.5,516,108,155,213,LALakers,V,20,23,6,27,35,4,105,-175,3.5,Utah,213,3.5,4.0,,,3,5-16-2014
9158,2014,13.0,27,89,28,24,172.5,518,92,345,175,Cleveland,V,18,32,2.5,23,24,8,97,-430,7.5,Boston,189,7.5,8.0,,,-5,5-18-2014
9159,2014,23.0,28,92.5,20,20,184,519,91,165,182.5,SanAntonio,V,20,22,6,14,26,4.5,82,-190,2,NewOrleans,173,2.0,4.5,,,9,5-19-2014
9160,2014,17.0,23,86.5,17,22,173,520,79,170,174,Detroit,V,22,19,3,28,19,4.5,88,-200,4.5,Boston,167,4.5,4.5,,,-9,5-20-2014
9161,2014,27.0,24,99,21,13,195.5,521,85,290,197.5,SanAntonio,V,24,19,7,22,24,7.5,89,-350,6.5,LALakers,174,6.5,7.5,,,-4,5-21-2014
9162,2014,18.0,32,88,28,25,173.5,522,103,175,172,Detroit,V,20,23,5,26,28,4.5,97,-210,4,Boston,200,4.0,4.5,,,6,5-22-2014
9163,2014,16.0,21,96.5,20,14,194,523,71,240,193.5,SanAntonio,V,21,25,1,28,27,6.5,101,-280,7,LALakers,172,7.0,6.5,,,-30,5-23-2014
9164,2014,25.0,25,88.5,23,21,176,524,94,180,175,Boston,V,17,15,7.5,23,25,5,80,-220,5,Detroit,174,5.0,5.0,,,14,5-24-2014
9165,2014,24.0,15,97,18,27,193.5,525,84,220,192,LALakers,V,21,28,0,20,34,5.5,103,-260,5.5,SanAntonio,187,5.5,5.5,,,-19,5-25-2014
9166,2014,17.0,22,88,19,17,176.5,526,75,210,175,Boston,V,22,21,2.5,22,29,6,94,-250,6,Detroit,169,6.0,6.0,,,-19,5-26-2014
9167,2014,28.0,25,97,24,16,193,527,93,140,192,LALakers,V,23,24,4,23,21,3.5,91,-160,4.5,SanAntonio,184,4.5,3.5,,,2,5-27-2014
9168,2014,23.0,23,88,25,31,174,528,102,250,173,Detroit,V,23,29,2,32,22,6.5,106,-300,5.5,Boston,208,5.5,6.5,,,-4,5-28-2014
9169,2014,28.0,20,97,15,29,193.5,529,92,330,190.5,SanAntonio,V,15,27,9,22,36,7.5,100,-420,7.5,LALakers,192,7.5,7.5,,,-8,5-29-2014
9170,2014,24.0,16,88,20,29,175.5,530,89,180,175.5,Boston,V,21,16,5.5,31,13,5,81,-220,6,Detroit,170,6.0,5.0,,,8,5-30-2014
9171,2014,21.0,30,96.5,22,15,191.5,605,88,140,195,LALakers,V,23,23,3,31,21,3.5,98,-160,3,Boston,186,3.0,3.5,,,-10,6-05-2014
