,Season,1stA,2ndA,3rdA,4thA,FinalA,MLA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,FinalB,MLB,TeamB,Date,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff
8278,2014,27.0,25.0,34.0,30.0,116.0,-130.0,NewOrleans,V,29.0,21.0,99.0,23.0,25.0,98.0,110.0,Memphis,12-26-2013,214.0,201.0,200.5,3.0,2.0,18.0
8279,2014,22.0,17.0,20.0,20.0,79.0,425.0,Chicago,V,21.0,30.0,1.0,21.0,22.0,94.0,-525.0,SanAntonio,12-26-2013,173.0,186.5,186.5,-9.5,-9.5,-15.0
8280,2014,17.0,21.0,28.0,39.0,105.0,355.0,Milwaukee,V,28.0,40.0,101.5,27.0,30.0,125.0,-425.0,Denver,12-26-2013,230.0,209.0,210.5,-8.0,-8.5,-20.0
8281,2014,18.0,28.0,24.0,20.0,90.0,150.0,Dallas,V,29.0,18.0,1.5,31.0,21.0,99.0,-170.0,Utah,12-26-2013,189.0,204.0,203.5,-2.0,-3.5,-9.0
8282,2014,18.0,35.0,13.0,23.0,89.0,-350.0,Boston,V,16.0,13.0,3.0,27.0,13.0,69.0,290.0,Sacramento,12-26-2013,158.0,187.5,191.0,6.0,7.5,20.0
8283,2014,24.0,19.0,31.0,27.0,101.0,700.0,Minnesota,V,33.0,23.0,3.0,30.0,19.0,105.0,-1000.0,GoldenState,12-26-2013,206.0,208.0,212.0,-12.5,-12.5,-4.0
8284,2014,23.0,24.0,21.0,20.0,88.0,260.0,Cleveland,V,20.0,18.0,7.0,24.0,19.0,81.0,-320.0,Dallas,12-27-2013,169.0,194.5,193.5,-6.5,-7.0,7.0
8285,2014,27.0,32.0,30.0,19.0,108.0,-420.0,Phoenix,V,20.0,20.0,101.0,19.0,29.0,88.0,330.0,LAClippers,12-27-2013,196.0,208.5,211.5,7.5,8.0,20.0
8286,2014,24.0,23.0,23.0,34.0,104.0,-620.0,Boston,V,19.0,27.0,95.5,21.0,29.0,96.0,460.0,Seattle,12-27-2013,200.0,193.0,192.5,8.5,10.0,8.0
8287,2014,28.0,25.0,28.0,18.0,99.0,-160.0,NewOrleans,V,14.0,20.0,3.0,28.0,23.0,85.0,140.0,Charlotte,12-28-2013,184.0,190.0,191.0,3.5,3.5,14.0
8288,2014,28.0,22.0,28.0,29.0,121.0,-190.0,Orlando,V,26.0,28.0,99.5,21.0,32.0,114.0,160.0,Miami,12-28-2013,235.0,199.0,199.0,3.0,4.0,7.0
8289,2014,27.0,32.0,27.0,20.0,106.0,160.0,Washington,V,30.0,23.0,3.5,34.0,22.0,109.0,-190.0,NewJersey,12-28-2013,215.0,188.5,191.5,-4.5,-4.0,-3.0
8290,2014,22.0,28.0,28.0,25.0,103.0,-110.0,Houston,V,15.0,28.0,2.0,22.0,18.0,83.0,-110.0,Memphis,12-28-2013,186.0,193.5,195.0,1.0,-0.0,20.0
8291,2014,19.0,22.0,29.0,31.0,101.0,450.0,Indiana,V,24.0,40.0,96.5,29.0,21.0,114.0,-550.0,Detroit,12-28-2013,215.0,201.0,198.0,-9.0,-9.5,-13.0
8292,2014,25.0,22.0,29.0,23.0,99.0,210.0,Milwaukee,V,28.0,18.0,5.0,24.0,33.0,103.0,-250.0,Chicago,12-28-2013,202.0,191.5,192.0,-6.0,-6.0,-4.0
8293,2014,19.0,25.0,15.0,24.0,83.0,250.0,Toronto,V,16.0,16.0,7.0,24.0,17.0,73.0,-300.0,SanAntonio,12-28-2013,156.0,186.0,184.5,-7.0,-7.0,10.0
8294,2014,19.0,28.0,18.0,23.0,88.0,1100.0,LAClippers,V,27.0,24.0,7.5,15.0,28.0,94.0,-1800.0,Phoenix,12-28-2013,182.0,211.0,210.0,-13.5,-13.0,-6.0
8295,2014,19.0,27.0,23.0,29.0,98.0,365.0,Minnesota,V,25.0,30.0,1.5,23.0,31.0,109.0,-435.0,Portland,12-28-2013,207.0,187.5,188.0,-10.0,-8.5,-11.0
8296,2014,26.0,24.0,13.0,29.0,92.0,135.0,Philadelphia,V,25.0,21.0,3.0,17.0,17.0,80.0,-155.0,Sacramento,12-28-2013,172.0,192.5,188.5,-4.0,-3.0,12.0
8297,2014,23.0,25.0,26.0,35.0,109.0,190.0,Utah,V,38.0,37.0,110.5,31.0,17.0,123.0,-230.0,LALakers,12-28-2013,232.0,211.0,213.0,-4.0,-5.0,-14.0
8298,2014,39.0,32.0,31.0,22.0,124.0,180.0,Denver,V,32.0,32.0,5.0,33.0,23.0,120.0,-210.0,GoldenState,12-28-2013,244.0,227.5,227.5,-4.0,-5.0,4.0
8299,2014,21.0,14.0,25.0,24.0,84.0,315.0,Atlanta,V,34.0,20.0,94.5,21.0,22.0,97.0,-375.0,Dallas,12-29-2013,181.0,190.0,189.5,-8.5,-8.0,-13.0
8300,2014,18.0,21.0,16.0,19.0,74.0,290.0,Miami,V,26.0,32.0,100.0,24.0,14.0,96.0,-350.0,Washington,12-29-2013,170.0,194.5,198.0,-8.0,-8.0,-22.0
8301,2014,25.0,27.0,24.0,22.0,98.0,-190.0,Detroit,V,25.0,26.0,97.0,19.0,22.0,92.0,160.0,Indiana,12-29-2013,190.0,199.0,199.0,4.5,4.0,6.0
8302,2014,29.0,22.0,21.0,23.0,95.0,355.0,Charlotte,V,28.0,24.0,4.5,25.0,27.0,104.0,-425.0,Orlando,12-29-2013,199.0,199.0,202.0,-9.5,-8.5,-9.0
8303,2014,18.0,24.0,15.0,19.0,76.0,185.0,Cleveland,V,26.0,20.0,1.5,25.0,15.0,86.0,-215.0,NewOrleans,12-29-2013,162.0,186.0,185.5,-3.5,-5.0,-10.0
8304,2014,19.0,21.0,24.0,15.0,79.0,120.0,Toronto,V,19.0,21.0,2.0,28.0,23.0,91.0,-140.0,Houston,12-29-2013,170.0,182.5,181.0,-2.5,-2.5,-12.0
8305,2014,19.0,24.0,22.0,32.0,97.0,130.0,NewJersey,V,25.0,18.0,2.0,20.0,32.0,95.0,-150.0,Milwaukee,12-29-2013,192.0,190.5,194.0,-2.5,-3.0,2.0
8306,2014,28.0,21.0,27.0,28.0,104.0,-235.0,Boston,V,29.0,27.0,98.0,22.0,20.0,98.0,195.0,Utah,12-29-2013,202.0,193.0,193.5,3.0,5.5,6.0
8307,2014,30.0,16.0,13.0,31.0,90.0,190.0,Minnesota,V,21.0,36.0,100.0,27.0,25.0,109.0,-230.0,Seattle,12-29-2013,199.0,200.0,201.0,-6.0,-5.5,-19.0
8308,2014,30.0,20.0,23.0,27.0,100.0,-160.0,Chicago,V,22.0,21.0,0.0,14.0,26.0,83.0,140.0,NewYork,12-30-2013,183.0,193.0,188.0,2.0,3.0,17.0
8309,2014,16.0,29.0,18.0,9.0,72.0,200.0,Philadelphia,V,21.0,15.0,5.0,26.0,35.0,97.0,-240.0,Portland,12-30-2013,169.0,182.0,186.0,-7.0,-5.5,-25.0
8310,2014,26.0,29.0,20.0,30.0,105.0,150.0,GoldenState,V,21.0,30.0,5.0,21.0,23.0,95.0,-170.0,Denver,12-30-2013,200.0,227.5,229.0,-4.0,-4.0,10.0
8311,2014,32.0,14.0,18.0,23.0,87.0,400.0,Memphis,V,22.0,26.0,6.0,38.0,25.0,111.0,-500.0,SanAntonio,12-30-2013,198.0,197.5,191.0,-12.0,-9.5,-24.0
8312,2014,32.0,32.0,29.0,24.0,117.0,-435.0,Phoenix,V,28.0,27.0,100.5,31.0,16.0,102.0,365.0,Sacramento,12-30-2013,219.0,210.5,209.0,8.0,9.0,15.0
8313,2014,32.0,21.0,29.0,28.0,110.0,135.0,Boston,V,23.0,22.0,4.5,21.0,25.0,91.0,-155.0,LALakers,12-30-2013,201.0,200.5,198.0,-1.0,-3.0,19.0
8314,2014,29.0,19.0,29.0,19.0,112.0,-150.0,Orlando,V,30.0,25.0,100.0,20.0,21.0,110.0,130.0,Chicago,12-31-2013,222.0,196.5,197.0,2.5,3.0,2.0
8315,2014,24.0,29.0,24.0,17.0,103.0,105.0,Indiana,V,28.0,19.0,2.0,19.0,28.0,107.0,-125.0,Charlotte,12-31-2013,210.0,202.5,203.0,-0.0,-1.5,-4.0
8316,2014,15.0,22.0,20.0,12.0,69.0,850.0,Milwaukee,V,28.0,28.0,1.0,30.0,28.0,114.0,-1300.0,Detroit,12-31-2013,183.0,190.5,192.0,-11.5,-12.5,-45.0
8317,2014,28.0,24.0,23.0,37.0,112.0,130.0,GoldenState,V,22.0,34.0,0.0,24.0,15.0,95.0,-150.0,Houston,12-31-2013,207.0,205.5,201.0,-3.0,-3.5,17.0
8318,2014,29.0,21.0,29.0,22.0,101.0,315.0,Portland,V,23.0,29.0,5.5,35.0,24.0,111.0,-375.0,Utah,12-31-2013,212.0,198.0,200.5,-7.5,-9.0,-10.0
8319,2014,32.0,20.0,19.0,26.0,97.0,215.0,Toronto,V,28.0,20.0,6.0,26.0,18.0,92.0,-255.0,NewOrleans,12-31-2013,189.0,185.0,186.0,-5.0,-6.0,5.0
8320,2014,23.0,23.0,24.0,12.0,82.0,215.0,Minnesota,V,21.0,20.0,6.0,18.0,32.0,91.0,-255.0,LAClippers,12-31-2013,173.0,188.5,188.5,-7.0,-6.0,-9.0
8321,2014,21.0,25.0,27.0,25.0,98.0,-140.0,Philadelphia,V,23.0,11.0,2.0,28.0,28.0,90.0,120.0,Seattle,12-31-2013,188.0,189.5,189.5,1.5,2.5,8.0
8322,2014,18.0,20.0,28.0,30.0,96.0,220.0,NewJersey,V,31.0,15.0,1.0,31.0,18.0,95.0,-260.0,Orlando,1-02-2014,191.0,199.5,198.0,-6.5,-6.5,1.0
8323,2014,26.0,31.0,27.0,22.0,106.0,-230.0,Detroit,V,27.0,20.0,0.5,25.0,21.0,93.0,190.0,Washington,1-02-2014,199.0,192.5,192.0,5.5,5.0,13.0
8324,2014,23.0,26.0,29.0,31.0,109.0,-120.0,Chicago,V,28.0,29.0,95.0,22.0,18.0,97.0,100.0,Charlotte,1-02-2014,206.0,190.5,191.0,-1.5,1.0,12.0
8325,2014,19.0,19.0,30.0,26.0,94.0,185.0,Atlanta,V,22.0,15.0,4.0,32.0,29.0,98.0,-215.0,Cleveland,1-02-2014,192.0,184.5,184.5,-4.5,-5.0,-4.0
8326,2014,26.0,17.0,28.0,19.0,90.0,215.0,Memphis,V,22.0,22.0,3.0,19.0,9.0,72.0,-255.0,Indiana,1-02-2014,162.0,210.0,211.5,-6.5,-6.0,18.0
8327,2014,16.0,26.0,26.0,25.0,93.0,700.0,Houston,V,30.0,23.0,3.5,23.0,21.0,97.0,-1000.0,Boston,1-02-2014,190.0,181.0,180.0,-11.0,-11.0,-4.0
8328,2014,22.0,23.0,26.0,32.0,103.0,135.0,Milwaukee,V,26.0,21.0,1.0,20.0,31.0,98.0,-155.0,Miami,1-02-2014,201.0,195.0,195.0,-3.0,-3.0,5.0
8329,2014,28.0,26.0,35.0,18.0,107.0,150.0,Sacramento,V,23.0,17.0,5.0,30.0,27.0,97.0,-170.0,NewYork,1-02-2014,204.0,191.0,191.0,-0.0,-3.5,10.0
8330,2014,23.0,29.0,23.0,15.0,90.0,-215.0,Portland,V,18.0,24.0,0.5,20.0,17.0,79.0,185.0,Minnesota,1-02-2014,169.0,192.0,190.0,5.0,4.5,11.0
8331,2014,23.0,29.0,33.0,14.0,99.0,215.0,GoldenState,V,36.0,24.0,0.5,29.0,32.0,121.0,-255.0,Dallas,1-02-2014,220.0,213.0,213.5,-6.0,-6.0,-22.0
8332,2014,20.0,27.0,24.0,36.0,107.0,425.0,Philadelphia,V,24.0,29.0,3.5,25.0,32.0,110.0,-525.0,Utah,1-02-2014,217.0,196.0,196.0,-9.5,-9.0,-3.0
8333,2014,23.0,18.0,30.0,24.0,95.0,-230.0,NewOrleans,V,16.0,25.0,89.0,17.0,23.0,81.0,190.0,LAClippers,1-02-2014,176.0,184.0,183.5,4.5,5.0,14.0
8334,2014,21.0,20.0,28.0,19.0,115.0,155.0,Portland,V,22.0,26.0,96.0,22.0,18.0,109.0,-175.0,Chicago,1-03-2014,224.0,187.0,188.0,-3.0,-4.0,6.0
8335,2014,15.0,25.0,19.0,18.0,77.0,125.0,SanAntonio,V,20.0,22.0,1.0,18.0,20.0,80.0,-145.0,Denver,1-03-2014,157.0,201.0,198.0,-1.5,-2.5,-3.0
8336,2014,33.0,12.0,18.0,33.0,96.0,1200.0,Seattle,V,13.0,30.0,11.5,29.0,32.0,104.0,-2000.0,Phoenix,1-03-2014,200.0,216.5,219.0,-14.5,-14.5,-8.0
8337,2014,32.0,19.0,25.0,20.0,96.0,180.0,Houston,V,25.0,24.0,4.0,23.0,22.0,94.0,-210.0,Orlando,1-04-2014,190.0,192.0,192.0,-5.0,-4.5,2.0
8338,2014,22.0,26.0,21.0,32.0,101.0,-200.0,Detroit,V,19.0,20.0,1.0,25.0,21.0,85.0,170.0,Toronto,1-04-2014,186.0,187.5,184.0,4.5,4.5,16.0
8339,2014,20.0,23.0,18.0,30.0,91.0,125.0,Atlanta,V,24.0,30.0,97.0,33.0,26.0,113.0,-145.0,Indiana,1-04-2014,204.0,198.0,194.5,-2.0,-2.5,-22.0
8340,2014,24.0,21.0,20.0,31.0,96.0,950.0,Memphis,V,22.0,25.0,8.0,27.0,26.0,100.0,-1500.0,Boston,1-04-2014,196.0,198.0,194.5,-13.0,-13.5,-4.0
8341,2014,29.0,20.0,24.0,20.0,93.0,300.0,Sacramento,V,21.0,28.0,5.5,18.0,30.0,97.0,-360.0,Cleveland,1-04-2014,190.0,193.5,190.0,-8.0,-8.0,-4.0
8342,2014,31.0,17.0,19.0,29.0,96.0,205.0,Charlotte,V,21.0,21.0,5.0,27.0,33.0,102.0,-245.0,NewJersey,1-04-2014,198.0,192.5,193.0,-7.0,-5.5,-6.0
8343,2014,30.0,31.0,26.0,31.0,118.0,-230.0,Denver,V,25.0,27.0,0.5,28.0,27.0,107.0,190.0,Minnesota,1-04-2014,225.0,209.0,207.0,6.5,5.0,11.0
8344,2014,24.0,20.0,27.0,22.0,93.0,900.0,NewYork,V,27.0,24.0,5.5,25.0,21.0,97.0,-1400.0,SanAntonio,1-04-2014,190.0,186.5,184.5,-12.5,-12.0,-4.0
8345,2014,23.0,29.0,27.0,22.0,101.0,-170.0,Washington,V,10.0,21.0,3.0,18.0,28.0,77.0,150.0,Milwaukee,1-04-2014,178.0,196.5,196.0,-1.5,3.5,24.0
8346,2014,24.0,32.0,18.0,15.0,89.0,1500.0,Miami,V,24.0,24.0,13.5,23.0,23.0,94.0,-3000.0,Dallas,1-04-2014,183.0,197.0,194.5,-13.5,-15.5,-5.0
8347,2014,39.0,19.0,32.0,26.0,116.0,120.0,NewOrleans,V,27.0,29.0,3.0,18.0,30.0,104.0,-140.0,GoldenState,1-04-2014,220.0,206.0,208.5,-3.5,-2.5,12.0
8348,2014,26.0,14.0,28.0,25.0,93.0,290.0,Philadelphia,V,34.0,30.0,98.5,32.0,28.0,124.0,-350.0,LALakers,1-04-2014,217.0,199.5,200.0,-7.5,-7.5,-31.0
8349,2014,22.0,28.0,26.0,37.0,113.0,160.0,NewJersey,V,27.0,30.0,0.5,22.0,28.0,107.0,-180.0,Atlanta,1-05-2014,220.0,187.0,187.5,-3.5,-4.5,6.0
8350,2014,12.0,29.0,22.0,29.0,92.0,110.0,Boston,V,22.0,21.0,0.5,23.0,19.0,85.0,-130.0,Detroit,1-05-2014,177.0,181.5,181.5,-2.5,-2.0,7.0
8351,2014,13.0,29.0,27.0,22.0,91.0,400.0,NewYork,V,26.0,29.0,1.0,24.0,24.0,103.0,-500.0,Houston,1-05-2014,194.0,185.5,187.0,-9.5,-9.0,-12.0
8352,2014,25.0,24.0,22.0,22.0,93.0,280.0,Sacramento,V,24.0,28.0,4.5,23.0,19.0,94.0,-340.0,Chicago,1-05-2014,187.0,191.5,191.5,-7.5,-8.0,-1.0
8353,2014,34.0,23.0,33.0,28.0,118.0,330.0,NewOrleans,V,31.0,37.0,2.0,25.0,20.0,113.0,-420.0,Phoenix,1-05-2014,231.0,206.0,209.0,-7.5,-8.5,5.0
8354,2014,23.0,19.0,22.0,25.0,89.0,110.0,Utah,V,22.0,17.0,1.5,36.0,28.0,103.0,-130.0,Portland,1-05-2014,192.0,201.0,198.0,-3.0,-2.0,-14.0
8355,2014,17.0,29.0,23.0,17.0,86.0,330.0,Seattle,V,31.0,21.0,3.0,26.0,30.0,108.0,-400.0,Washington,1-06-2014,194.0,205.0,202.0,-8.5,-8.5,-22.0
8356,2014,14.0,19.0,24.0,36.0,93.0,160.0,Cleveland,V,28.0,15.0,91.5,27.0,20.0,90.0,-190.0,Toronto,1-06-2014,183.0,185.5,185.0,-3.5,-4.0,3.0
8357,2014,31.0,27.0,25.0,18.0,101.0,-405.0,Dallas,V,16.0,19.0,1.5,23.0,20.0,78.0,335.0,Minnesota,1-06-2014,179.0,193.0,193.5,9.0,8.0,23.0
8358,2014,21.0,21.0,22.0,24.0,88.0,-300.0,SanAntonio,V,24.0,18.0,90.0,20.0,20.0,82.0,250.0,LAClippers,1-06-2014,170.0,184.0,180.0,6.5,6.5,6.0
8359,2014,22.0,24.0,20.0,28.0,94.0,190.0,Miami,V,28.0,15.0,4.0,27.0,31.0,101.0,-230.0,Memphis,1-06-2014,195.0,200.0,198.5,-6.0,-5.0,-7.0
8360,2014,22.0,24.0,20.0,27.0,93.0,290.0,Milwaukee,V,15.0,32.0,4.5,23.0,19.0,89.0,-350.0,Charlotte,1-06-2014,182.0,191.0,192.0,-7.5,-7.5,4.0
8361,2014,22.0,21.0,24.0,29.0,96.0,340.0,Philadelphia,V,29.0,24.0,2.0,24.0,32.0,109.0,-410.0,Denver,1-06-2014,205.0,205.0,205.5,-9.0,-8.5,-13.0
8362,2014,23.0,30.0,19.0,24.0,96.0,355.0,Indiana,V,33.0,22.0,6.0,35.0,22.0,112.0,-425.0,LALakers,1-06-2014,208.0,215.0,216.5,-8.5,-9.0,-16.0
8363,2014,34.0,25.0,31.0,25.0,115.0,290.0,Denver,V,46.0,32.0,110.5,28.0,31.0,137.0,-350.0,Phoenix,1-07-2014,252.0,226.0,227.5,-7.0,-7.5,-22.0
8364,2014,19.0,25.0,30.0,38.0,121.0,105.0,SanAntonio,V,17.0,34.0,100.5,28.0,33.0,130.0,-125.0,GoldenState,1-07-2014,251.0,205.5,205.0,-2.0,-1.5,-9.0
8365,2014,23.0,22.0,29.0,25.0,99.0,-125.0,NewJersey,V,31.0,28.0,101.0,27.0,29.0,115.0,105.0,Charlotte,1-08-2014,214.0,194.5,194.0,1.5,1.5,-16.0
8366,2014,15.0,18.0,23.0,23.0,79.0,405.0,Seattle,V,24.0,21.0,2.0,29.0,21.0,95.0,-505.0,Cleveland,1-08-2014,174.0,192.0,194.0,-9.0,-9.0,-16.0
8367,2014,31.0,21.0,22.0,18.0,92.0,135.0,Houston,V,24.0,19.0,4.0,20.0,21.0,84.0,-155.0,Washington,1-08-2014,176.0,189.0,189.0,-2.0,-3.0,8.0
8368,2014,26.0,20.0,18.0,23.0,87.0,240.0,Milwaukee,V,17.0,19.0,6.0,22.0,25.0,83.0,-290.0,Philadelphia,1-08-2014,170.0,189.0,188.5,-6.0,-6.5,4.0
8369,2014,39.0,22.0,26.0,30.0,117.0,-300.0,LALakers,V,23.0,24.0,1.0,24.0,30.0,101.0,250.0,Memphis,1-08-2014,218.0,215.0,216.0,5.0,6.5,16.0
8370,2014,18.0,29.0,24.0,20.0,91.0,105.0,Miami,V,29.0,30.0,94.5,23.0,19.0,101.0,-125.0,Minnesota,1-08-2014,192.0,191.5,191.5,1.5,-1.5,-10.0
8371,2014,24.0,29.0,25.0,27.0,105.0,240.0,NewYork,V,27.0,25.0,5.0,36.0,12.0,100.0,-290.0,Chicago,1-08-2014,205.0,190.0,192.0,-6.5,-6.5,5.0
8372,2014,19.0,31.0,16.0,23.0,89.0,275.0,Indiana,V,40.0,27.0,104.5,23.0,21.0,111.0,-325.0,Utah,1-08-2014,200.0,212.0,213.0,-8.5,-7.5,-22.0
8373,2014,18.0,20.0,24.0,38.0,100.0,-305.0,Orlando,V,26.0,27.0,99.0,25.0,26.0,104.0,255.0,Sacramento,1-08-2014,204.0,197.0,199.5,5.0,7.0,-4.0
8374,2014,25.0,25.0,16.0,30.0,96.0,315.0,Philadelphia,V,25.0,27.0,4.5,27.0,30.0,109.0,-375.0,Toronto,1-09-2014,205.0,185.5,188.0,-7.5,-8.0,-13.0
8375,2014,14.0,18.0,20.0,29.0,81.0,135.0,Cleveland,V,13.0,23.0,0.5,29.0,25.0,90.0,-155.0,Atlanta,1-09-2014,171.0,186.5,187.5,-2.5,-3.0,-9.0
8376,2014,25.0,25.0,25.0,26.0,101.0,-230.0,Houston,V,19.0,34.0,93.5,21.0,18.0,92.0,190.0,NewYork,1-09-2014,193.0,188.5,186.5,4.5,5.5,9.0
8377,2014,21.0,25.0,19.0,23.0,88.0,300.0,Seattle,V,30.0,29.0,0.5,21.0,19.0,99.0,-360.0,NewJersey,1-09-2014,187.0,197.0,196.5,-7.5,-7.5,-11.0
8378,2014,20.0,25.0,27.0,23.0,95.0,1000.0,Charlotte,V,24.0,17.0,10.5,24.0,18.0,83.0,-1600.0,Boston,1-09-2014,178.0,190.5,188.0,-14.0,-13.5,12.0
8379,2014,23.0,27.0,16.0,26.0,92.0,140.0,Miami,V,25.0,30.0,0.0,13.0,30.0,98.0,-160.0,Milwaukee,1-09-2014,190.0,189.5,187.5,-4.5,-3.0,-6.0
8380,2014,32.0,22.0,30.0,25.0,109.0,115.0,LALakers,V,19.0,24.0,4.0,25.0,12.0,80.0,-135.0,NewOrleans,1-09-2014,189.0,206.5,207.0,-2.5,-2.0,29.0
8381,2014,20.0,23.0,22.0,21.0,86.0,110.0,Detroit,V,32.0,16.0,94.0,31.0,23.0,102.0,-130.0,Dallas,1-09-2014,188.0,190.5,189.0,-3.0,-2.0,-16.0
8382,2014,31.0,33.0,28.0,20.0,122.0,650.0,Indiana,V,35.0,23.0,10.5,30.0,24.0,129.0,-900.0,Phoenix,1-09-2014,251.0,225.0,225.0,-11.0,-11.5,-7.0
8383,2014,14.0,27.0,23.0,27.0,91.0,100.0,GoldenState,V,30.0,26.0,101.0,28.0,25.0,109.0,-120.0,Portland,1-09-2014,200.0,207.0,208.5,-2.0,-1.0,-18.0
8384,2014,35.0,24.0,29.0,25.0,113.0,-195.0,Orlando,V,20.0,34.0,96.5,25.0,27.0,106.0,165.0,LAClippers,1-09-2014,219.0,188.5,192.5,3.5,4.5,7.0
8385,2014,30.0,24.0,13.0,23.0,90.0,135.0,Detroit,V,15.0,24.0,5.5,19.0,22.0,80.0,-155.0,SanAntonio,1-10-2014,170.0,181.5,179.5,-3.5,-3.0,10.0
8386,2014,24.0,32.0,29.0,28.0,113.0,125.0,Memphis,V,30.0,24.0,3.0,27.0,35.0,116.0,-145.0,Sacramento,1-10-2014,229.0,203.5,202.0,-4.5,-2.5,-3.0
8387,2014,28.0,20.0,12.0,26.0,86.0,315.0,Phoenix,V,35.0,23.0,1.5,28.0,22.0,108.0,-375.0,Utah,1-10-2014,194.0,224.0,216.5,-3.0,-8.0,-22.0
8388,2014,14.0,31.0,25.0,30.0,100.0,110.0,Chicago,V,27.0,13.0,2.0,18.0,39.0,97.0,-130.0,Philadelphia,1-11-2014,197.0,188.5,187.5,-2.0,-2.0,3.0
8389,2014,37.0,14.0,26.0,16.0,106.0,315.0,Charlotte,V,35.0,23.0,2.5,11.0,24.0,113.0,-375.0,Cleveland,1-11-2014,219.0,186.5,188.5,-8.5,-8.0,-7.0
8390,2014,23.0,16.0,23.0,25.0,102.0,120.0,Washington,V,17.0,16.0,2.5,35.0,19.0,98.0,-140.0,Atlanta,1-11-2014,200.0,193.0,193.0,-3.0,-2.5,4.0
8391,2014,27.0,28.0,26.0,18.0,99.0,-240.0,Toronto,V,17.0,29.0,97.0,18.0,26.0,90.0,200.0,NewYork,1-11-2014,189.0,193.0,194.5,4.5,5.5,9.0
8392,2014,22.0,25.0,16.0,23.0,86.0,-300.0,Boston,V,30.0,14.0,95.5,24.0,9.0,77.0,250.0,NewJersey,1-11-2014,163.0,186.0,188.0,7.5,7.0,9.0
8393,2014,24.0,17.0,25.0,22.0,88.0,650.0,Miami,V,32.0,23.0,3.0,31.0,28.0,114.0,-900.0,NewOrleans,1-11-2014,202.0,189.0,189.0,-11.5,-12.0,-26.0
8394,2014,18.0,15.0,23.0,26.0,82.0,475.0,Minnesota,V,31.0,34.0,92.0,22.0,26.0,113.0,-600.0,Houston,1-11-2014,195.0,186.0,186.0,-11.0,-10.0,-31.0
8395,2014,26.0,30.0,30.0,17.0,103.0,215.0,Orlando,V,25.0,28.0,5.5,31.0,29.0,113.0,-255.0,Denver,1-11-2014,216.0,218.0,218.5,-5.0,-6.0,-10.0
8396,2014,22.0,28.0,24.0,31.0,105.0,1350.0,Milwaukee,V,29.0,25.0,8.0,24.0,32.0,110.0,-2300.0,LALakers,1-11-2014,215.0,209.0,208.0,-12.0,-14.5,-5.0
8397,2014,25.0,29.0,25.0,25.0,104.0,450.0,Memphis,V,33.0,34.0,1.5,32.0,17.0,116.0,-550.0,GoldenState,1-11-2014,220.0,222.0,224.5,-9.0,-10.0,-12.0
8398,2014,18.0,26.0,22.0,24.0,90.0,-500.0,Dallas,V,16.0,19.0,97.5,13.0,22.0,70.0,400.0,Seattle,1-11-2014,160.0,196.0,195.0,8.5,9.0,20.0
8399,2014,31.0,20.0,24.0,16.0,103.0,-600.0,Detroit,V,18.0,29.0,93.5,24.0,20.0,100.0,450.0,Charlotte,1-12-2014,203.0,189.0,187.5,8.0,10.0,3.0
8400,2014,19.0,21.0,25.0,13.0,78.0,-300.0,Boston,V,23.0,18.0,94.5,19.0,25.0,85.0,250.0,Washington,1-12-2014,163.0,191.0,188.5,7.0,7.0,-7.0
8401,2014,24.0,21.0,21.0,22.0,88.0,1500.0,Minnesota,V,24.0,20.0,10.0,31.0,30.0,105.0,-2100.0,SanAntonio,1-12-2014,193.0,188.0,188.0,-15.5,-15.5,-17.0
8402,2014,26.0,23.0,31.0,35.0,115.0,250.0,Orlando,V,31.0,26.0,2.0,28.0,34.0,119.0,-300.0,Utah,1-12-2014,234.0,212.0,212.0,-6.5,-7.0,-4.0
8403,2014,31.0,37.0,18.0,28.0,114.0,800.0,Milwaukee,V,29.0,32.0,9.0,35.0,26.0,122.0,-950.0,Phoenix,1-12-2014,236.0,214.0,216.0,-13.5,-12.0,-8.0
8404,2014,29.0,36.0,21.0,25.0,111.0,112.0,Indiana,V,21.0,32.0,4.0,27.0,25.0,105.0,-122.0,Sacramento,1-12-2014,216.0,207.0,208.0,-2.5,-2.5,6.0
8405,2014,21.0,26.0,24.0,24.0,95.0,-240.0,Dallas,V,29.0,22.0,94.5,24.0,19.0,94.0,200.0,LAClippers,1-12-2014,189.0,186.5,185.0,6.5,5.5,1.0
8406,2014,24.0,23.0,22.0,24.0,109.0,200.0,Portland,V,25.0,24.0,3.0,14.0,30.0,116.0,-240.0,Toronto,1-13-2014,225.0,188.5,183.5,-4.0,-5.5,-7.0
8407,2014,22.0,27.0,17.0,18.0,84.0,155.0,Chicago,V,38.0,31.0,95.5,11.0,25.0,105.0,-175.0,Atlanta,1-13-2014,189.0,188.5,187.5,-5.0,-4.0,-21.0
8408,2014,26.0,20.0,12.0,29.0,87.0,100.0,NewOrleans,V,18.0,21.0,2.0,24.0,19.0,82.0,-120.0,Houston,1-13-2014,169.0,185.5,186.0,-2.5,-1.0,5.0
8409,2014,18.0,14.0,10.0,23.0,65.0,-400.0,Detroit,V,18.0,25.0,93.0,28.0,18.0,89.0,330.0,NewYork,1-13-2014,154.0,190.5,191.0,8.0,8.0,-24.0
